datetime,pm25_level,solar_radiation,boundary_layer_height,temp,humidity,precip,precipprob,precipcover,windspeed,pressure,conditions,year,month,day,day_of_week,is_weekend,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,moving_avg_7,moving_std_7
2020-12-12,143.60072463768114,90.06479,215.48245,17.2,88.6,0.0,0.0,0.0,11.2,1015.2,Partially cloudy,2020,12,12,5,1,147.93333333333334,121.15789473684212,176.30434782608697,205.0,293.375,221.7894736842105,256.5,203.15143565435326,60.318460736468786
2020-12-13,86.375,133.39511,303.9123,14.5,87.0,0.0,0.0,0.0,14.8,1015.9,Partially cloudy,2020,12,13,6,1,143.60072463768114,147.93333333333334,121.15789473684212,176.30434782608697,205.0,293.375,221.7894736842105,187.0229677454506,58.74978831015986
2020-12-14,87.83333333333333,134.62723,221.30835,13.1,79.9,0.0,0.0,0.0,13.0,1017.1,Clear,2020,12,14,0,0,86.375,143.60072463768114,147.93333333333334,121.15789473684212,176.30434782608697,205.0,293.375,167.67804293342053,67.09563625049108
2020-12-15,128.0,135.20622,177.74133,11.9,81.5,0.0,0.0,0.0,11.2,1019.1,Clear,2020,12,15,1,0,87.83333333333333,86.375,143.60072463768114,147.93333333333334,121.15789473684212,176.30434782608697,205.0,138.3149476953253,43.876834291654355
2020-12-16,129.95833333333334,134.46043,267.83875,11.1,84.7,0.0,0.0,0.0,13.0,1021.0,Clear,2020,12,16,2,0,128.0,87.83333333333333,86.375,143.60072463768114,147.93333333333334,121.15789473684212,176.30434782608697,127.31494769532527,32.566755722730086
2020-12-17,153.29166666666666,135.75214,302.31107,9.1,86.9,0.0,0.0,0.0,18.4,1020.3,Clear,2020,12,17,3,0,129.95833333333334,128.0,87.83333333333333,86.375,143.60072463768114,147.93333333333334,121.15789473684212,120.69408848207475,24.710784404221112
2020-12-18,134.875,134.59102,253.31552,11.1,66.2,0.0,0.0,0.0,18.4,1018.5,Clear,2020,12,18,4,0,153.29166666666666,129.95833333333334,128.0,87.83333333333333,86.375,143.60072463768114,147.93333333333334,125.28462732919255,27.62430347279286
2020-12-19,190.4,134.2596,214.19913,12.2,65.7,0.0,0.0,0.0,16.6,1019.1,Clear,2020,12,19,5,1,134.875,153.29166666666666,129.95833333333334,128.0,87.83333333333333,86.375,143.60072463768114,123.41915113871634,26.24647344096619
2020-12-20,179.95833333333334,130.55411,199.65872,12.8,66.6,0.0,0.0,0.0,14.8,1019.5,Partially cloudy,2020,12,20,6,1,190.4,134.875,153.29166666666666,129.95833333333334,128.0,87.83333333333333,86.375,130.10476190476192,36.28480093786432
2020-12-21,190.5909090909091,113.71881,165.36597,13.7,71.3,0.0,0.0,0.0,11.7,1017.4,Partially cloudy,2020,12,21,0,0,179.95833333333334,190.4,134.875,153.29166666666666,129.95833333333334,128.0,87.83333333333333,143.47380952380954,34.69266767598172
2020-12-22,298.1666666666667,131.81876,129.95673,13.4,73.3,0.0,0.0,0.0,11.4,1016.2,Partially cloudy,2020,12,22,1,0,190.5909090909091,179.95833333333334,190.4,134.875,153.29166666666666,129.95833333333334,128.0,158.1534632034632,28.39366126059275
2020-12-23,336.625,133.76112,136.72783,13.3,76.5,0.0,0.0,0.0,9.4,1015.4,Clear,2020,12,23,2,0,298.1666666666667,190.5909090909091,179.95833333333334,190.4,134.875,153.29166666666666,129.95833333333334,182.462987012987,56.855071841529586
2020-12-24,319.5416666666667,134.47427,138.07104,13.4,77.5,0.0,0.0,0.0,8.0,1015.9,Clear,2020,12,24,3,0,336.625,298.1666666666667,190.5909090909091,179.95833333333334,190.4,134.875,153.29166666666666,211.98679653679656,75.61150204965875
2020-12-25,218.66666666666663,134.80142,194.66168,13.2,75.4,0.0,0.0,0.0,14.8,1017.0,Clear,2020,12,25,4,0,319.5416666666667,336.625,298.1666666666667,190.5909090909091,179.95833333333334,190.4,134.875,235.73679653679656,80.08026158321327
2020-12-26,203.875,134.05728,178.36053,12.8,72.2,0.0,0.0,0.0,11.2,1016.1,Clear,2020,12,26,5,1,218.66666666666663,319.5416666666667,336.625,298.1666666666667,190.5909090909091,179.95833333333334,190.4,247.70703463203463,67.8139254432934
2020-12-27,264.0,131.91196,235.03131,14.4,72.5,0.0,0.0,0.0,20.5,1013.8,Partially cloudy,2020,12,27,6,1,203.875,218.66666666666663,319.5416666666667,336.625,298.1666666666667,190.5909090909091,179.95833333333334,249.63203463203465,66.0852764373906
2020-12-28,99.34782608695652,136.13663,290.45862,13.1,60.7,0.0,0.0,0.0,14.7,1016.6,Clear,2020,12,28,0,0,264.0,203.875,218.66666666666663,319.5416666666667,336.625,298.1666666666667,190.5909090909091,261.637987012987,58.51865243802834
2020-12-29,131.08333333333334,137.43373,258.64746,10.5,73.9,0.0,0.0,0.0,14.8,1017.7,Clear,2020,12,29,1,0,99.34782608695652,264.0,203.875,218.66666666666663,319.5416666666667,336.625,298.1666666666667,248.60326086956522,82.30803580824654
2020-12-30,168.875,136.84166,214.72293,9.8,83.8,0.0,0.0,0.0,11.2,1019.3,Partially cloudy,2020,12,30,2,0,131.08333333333334,99.34782608695652,264.0,203.875,218.66666666666663,319.5416666666667,336.625,224.7342132505176,89.45572339235764
2020-12-31,251.9583333333333,135.43217,145.96439,9.3,89.4,0.0,0.0,0.0,9.4,1018.5,Partially cloudy,2020,12,31,3,0,168.875,131.08333333333334,99.34782608695652,264.0,203.875,218.66666666666663,319.5416666666667,200.7699275362319,75.93270409039528
2021-01-01,391.1739130434783,133.48018,134.84071,10.2,79.2,0.0,0.0,0.0,11.2,1017.9,Clear,2021,1,1,4,0,251.9583333333333,168.875,131.08333333333334,99.34782608695652,264.0,203.875,218.66666666666663,191.11516563146998,61.1769008460905
2021-01-02,326.77272727272725,88.86375,178.36456,13.4,77.8,0.911,100.0,8.33,16.6,1016.1,"Rain, Partially cloudy",2021,1,2,5,1,391.1739130434783,251.9583333333333,168.875,131.08333333333334,99.34782608695652,264.0,203.875,215.7590579710145,97.86797772344664
2021-01-03,156.29166666666666,105.11456,362.325,13.9,90.1,36.462,100.0,12.5,16.6,1014.6,"Rain, Partially cloudy",2021,1,3,6,1,326.77272727272725,391.1739130434783,251.9583333333333,168.875,131.08333333333334,99.34782608695652,264.0,233.3158761528327,106.06126945257319
2021-01-04,85.41666666666667,102.881134,186.82953,16.2,94.2,5.598,100.0,12.5,18.4,1016.1,"Rain, Partially cloudy",2021,1,4,0,0,156.29166666666666,326.77272727272725,391.1739130434783,251.9583333333333,168.875,131.08333333333334,99.34782608695652,217.92897139092793,108.6491852945256
2021-01-05,72.875,88.99269,240.56296,17.1,93.8,1.28,100.0,8.33,14.8,1015.5,"Rain, Partially cloudy",2021,1,5,1,0,85.41666666666667,156.29166666666666,326.77272727272725,391.1739130434783,251.9583333333333,168.875,131.08333333333334,215.93880575945792,111.27905639879265
2021-01-06,134.66666666666666,99.54758,245.16306,16.5,95.2,57.552,100.0,12.5,12.6,1015.0,"Rain, Partially cloudy",2021,1,6,2,0,72.875,85.41666666666667,156.29166666666666,326.77272727272725,391.1739130434783,251.9583333333333,168.875,207.62332956898172,120.47194809431261
2021-01-07,127.29166666666669,117.52778,326.126,16.3,90.6,0.0,0.0,0.0,11.2,1015.0,Partially cloudy,2021,1,7,3,0,134.66666666666666,72.875,85.41666666666667,156.29166666666666,326.77272727272725,391.1739130434783,251.9583333333333,202.73642480707696,122.97358145568273
2021-01-08,159.20833333333334,126.94361,99.41908,13.5,92.2,0.0,0.0,0.0,9.3,1014.7,Partially cloudy,2021,1,8,4,0,127.29166666666669,134.66666666666666,72.875,85.41666666666667,156.29166666666666,326.77272727272725,391.1739130434783,184.9269009975532,123.68230249303284
2021-01-09,162.54166666666666,122.69802,316.03436,14.6,90.5,0.0,0.0,0.0,11.2,1015.4,Partially cloudy,2021,1,9,5,1,159.20833333333334,127.29166666666669,134.66666666666666,72.875,85.41666666666667,156.29166666666666,326.77272727272725,151.78896103896105,83.88546257824873
2021-01-10,138.66666666666666,146.0609,289.30984,11.4,86.8,0.0,0.0,0.0,16.6,1016.1,Partially cloudy,2021,1,10,6,1,162.54166666666666,159.20833333333334,127.29166666666669,134.66666666666666,72.875,85.41666666666667,156.29166666666666,128.32738095238096,36.202686464888714
2021-01-11,137.04166666666666,147.00768,355.51404,11.2,86.2,0.0,0.0,0.0,16.6,1016.6,Partially cloudy,2021,1,11,0,0,138.66666666666666,162.54166666666666,159.20833333333334,127.29166666666669,134.66666666666666,72.875,85.41666666666667,125.80952380952382,34.506833538394446
2021-01-12,198.16666666666663,146.7577,278.1591,10.5,85.5,0.0,0.0,0.0,16.2,1017.0,Clear,2021,1,12,1,0,137.04166666666666,138.66666666666666,162.54166666666666,159.20833333333334,127.29166666666669,134.66666666666666,72.875,133.1845238095238,29.603415104451507
2021-01-13,251.75,148.85208,197.47772,10.0,84.4,0.0,0.0,0.0,11.9,1016.1,Clear,2021,1,13,2,0,198.16666666666663,137.04166666666666,138.66666666666666,162.54166666666666,159.20833333333334,127.29166666666669,134.66666666666666,151.08333333333331,24.4984409934801
2021-01-14,429.4166666666667,146.05254,123.318474,11.2,84.1,0.0,0.0,0.0,7.6,1015.9,Partially cloudy,2021,1,14,3,0,251.75,198.16666666666663,137.04166666666666,138.66666666666666,162.54166666666666,159.20833333333334,127.29166666666669,167.8095238095238,43.79298719559047
2021-01-15,408.5,146.11404,136.27177,13.1,85.6,0.0,0.0,0.0,7.6,1014.4,Partially cloudy,2021,1,15,4,0,429.4166666666667,251.75,198.16666666666663,137.04166666666666,138.66666666666666,162.54166666666666,159.20833333333334,210.97023809523807,104.29415452454354
2021-01-16,287.2916666666667,124.68311,123.01368,11.1,89.4,0.0,0.0,0.0,10.8,1013.2,Partially cloudy,2021,1,16,5,1,408.5,429.4166666666667,251.75,198.16666666666663,137.04166666666666,138.66666666666666,162.54166666666666,246.58333333333331,124.3143114545038
2021-01-17,255.41666666666663,119.16379,250.44223,10.3,90.6,0.0,0.0,0.0,20.5,1015.5,Partially cloudy,2021,1,17,6,1,287.2916666666667,408.5,429.4166666666667,251.75,198.16666666666663,137.04166666666666,138.66666666666666,264.40476190476187,119.0904639667014
2021-01-18,216.79166666666663,96.10632,202.56795,14.1,86.9,0.1,100.0,4.17,13.0,1016.2,"Rain, Partially cloudy",2021,1,18,0,0,255.41666666666663,287.2916666666667,408.5,429.4166666666667,251.75,198.16666666666663,137.04166666666666,281.08333333333337,106.00214281988544
2021-01-19,303.9583333333333,142.18602,240.15007,12.9,88.5,0.0,0.0,0.0,14.8,1014.2,Partially cloudy,2021,1,19,1,0,216.79166666666663,255.41666666666663,287.2916666666667,408.5,429.4166666666667,251.75,198.16666666666663,292.4761904761905,91.19170467022406
2021-01-20,148.33333333333334,150.84875,355.2663,13.3,83.9,0.0,0.0,0.0,19.4,1014.5,Partially cloudy,2021,1,20,2,0,303.9583333333333,216.79166666666663,255.41666666666663,287.2916666666667,408.5,429.4166666666667,251.75,307.5892857142857,81.17293862863696
2021-01-21,153.79166666666666,156.29553,277.99347,14.2,75.4,0.0,0.0,0.0,20.5,1013.5,Clear,2021,1,21,3,0,148.33333333333334,303.9583333333333,216.79166666666663,255.41666666666663,287.2916666666667,408.5,429.4166666666667,292.81547619047615,100.20882379512346
2021-01-22,227.25,155.53026,150.20493,11.6,87.4,0.0,0.0,0.0,11.5,1014.8,Clear,2021,1,22,4,0,153.79166666666666,148.33333333333334,303.9583333333333,216.79166666666663,255.41666666666663,287.2916666666667,408.5,253.44047619047618,91.34718587018473
2021-01-23,188.125,148.8557,213.07736,13.2,84.1,0.0,0.0,0.0,16.6,1013.0,Partially cloudy,2021,1,23,5,1,227.25,153.79166666666666,148.33333333333334,303.9583333333333,216.79166666666663,255.41666666666663,287.2916666666667,227.54761904761904,60.5739973920564
2021-01-24,241.2083333333333,147.2411,259.68008,12.3,92.7,0.0,0.0,0.0,14.8,1016.1,Partially cloudy,2021,1,24,6,1,188.125,227.25,153.79166666666666,148.33333333333334,303.9583333333333,216.79166666666663,255.41666666666663,213.38095238095235,55.67043727130919
2021-01-25,182.125,150.67949,256.2104,12.0,88.7,0.0,0.0,0.0,13.0,1018.1,Clear,2021,1,25,0,0,241.2083333333333,188.125,227.25,153.79166666666666,148.33333333333334,303.9583333333333,216.79166666666663,211.35119047619045,54.11978664238123
2021-01-26,175.25,158.9372,227.31308,12.6,77.0,0.0,0.0,0.0,13.7,1017.6,Clear,2021,1,26,1,0,182.125,241.2083333333333,188.125,227.25,153.79166666666666,148.33333333333334,303.9583333333333,206.3988095238095,55.11593345877104
2021-01-27,181.0833333333333,162.55452,219.51338,12.9,76.2,0.0,0.0,0.0,14.8,1017.2,Clear,2021,1,27,2,0,175.25,182.125,241.2083333333333,188.125,227.25,153.79166666666666,148.33333333333334,188.01190476190476,34.91044855038869
2021-01-28,263.9166666666667,164.19888,216.25491,12.4,75.4,0.0,0.0,0.0,9.4,1018.1,Clear,2021,1,28,3,0,181.0833333333333,175.25,182.125,241.2083333333333,188.125,227.25,153.79166666666666,192.69047619047615,30.639923207798937
2021-01-29,221.8333333333333,164.2259,295.2883,12.3,77.2,0.0,0.0,0.0,18.4,1018.5,Clear,2021,1,29,4,0,263.9166666666667,181.0833333333333,175.25,182.125,241.2083333333333,188.125,227.25,208.42261904761904,35.26183007237208
2021-01-30,144.9047619047619,166.95102,233.77193,12.5,72.7,0.0,0.0,0.0,17.8,1016.8,Clear,2021,1,30,5,1,221.8333333333333,263.9166666666667,181.0833333333333,175.25,182.125,241.2083333333333,188.125,207.6488095238095,34.836679606869524
2021-01-31,124.66666666666669,166.746,144.85005,13.2,67.7,0.0,0.0,0.0,9.4,1017.3,Clear,2021,1,31,6,1,144.9047619047619,221.8333333333333,263.9166666666667,181.0833333333333,175.25,182.125,241.2083333333333,201.47448979591834,41.97290054462479
2021-02-01,211.0,166.03877,139.11836,16.4,62.6,0.0,0.0,0.0,11.3,1018.9,Clear,2021,2,1,0,0,124.66666666666669,144.9047619047619,221.8333333333333,263.9166666666667,181.0833333333333,175.25,182.125,184.82568027210885,46.4591749863105
2021-02-02,215.5833333333333,166.5631,120.11766,17.1,70.9,0.0,0.0,0.0,9.4,1017.3,Clear,2021,2,2,1,0,211.0,124.66666666666669,144.9047619047619,221.8333333333333,263.9166666666667,181.0833333333333,175.25,188.95068027210885,47.450714091460995
2021-02-03,178.79166666666666,164.35193,204.52635,18.2,76.0,0.0,0.0,0.0,14.8,1015.6,Partially cloudy,2021,2,3,2,0,215.5833333333333,211.0,124.66666666666669,144.9047619047619,221.8333333333333,263.9166666666667,181.0833333333333,194.71258503401359,47.95590744024078
2021-02-04,205.0,143.48712,267.89563,16.5,87.6,1.077,100.0,16.67,15.7,1016.2,"Rain, Partially cloudy",2021,2,4,3,0,178.79166666666666,215.5833333333333,211.0,124.66666666666669,144.9047619047619,221.8333333333333,263.9166666666667,194.38520408163268,48.0721389202814
2021-02-05,74.95652173913044,143.8701,238.34497,14.3,80.6,0.0,0.0,0.0,11.2,1017.8,Clear,2021,2,5,4,0,205.0,178.79166666666666,215.5833333333333,211.0,124.66666666666669,144.9047619047619,221.8333333333333,185.968537414966,37.964349287533594
2021-02-06,119.33333333333331,170.95059,363.64462,15.0,80.2,0.0,0.0,0.0,18.4,1018.1,Clear,2021,2,6,5,1,74.95652173913044,205.0,178.79166666666666,215.5833333333333,211.0,124.66666666666669,144.9047619047619,164.98613575865127,52.604351347634754
2021-02-07,137.8695652173913,172.91006,348.18054,15.1,81.8,0.0,0.0,0.0,18.4,1017.8,Clear,2021,2,7,6,1,119.33333333333331,74.95652173913044,205.0,178.79166666666666,215.5833333333333,211.0,124.66666666666669,161.3330745341615,55.061797832811976
2021-02-08,183.16666666666663,173.5593,232.35634,15.6,78.7,0.0,0.0,0.0,13.0,1017.8,Clear,2021,2,8,0,0,137.8695652173913,119.33333333333331,74.95652173913044,205.0,178.79166666666666,215.5833333333333,211.0,163.21920289855072,53.80832947539002
2021-02-09,190.5833333333333,172.95529,179.22813,16.4,75.8,0.0,0.0,0.0,9.4,1014.8,Partially cloudy,2021,2,9,1,0,183.16666666666663,137.8695652173913,119.33333333333331,74.95652173913044,205.0,178.79166666666666,215.5833333333333,159.2430124223602,50.62318972862559
2021-02-10,154.57142857142858,175.54848,157.10504,18.4,72.1,0.0,0.0,0.0,13.0,1012.7,Clear,2021,2,10,2,0,190.5833333333333,183.16666666666663,137.8695652173913,119.33333333333331,74.95652173913044,205.0,178.79166666666666,155.67158385093168,46.71713152932258
2021-02-11,191.0,177.70229,239.27737,16.9,80.7,0.0,0.0,0.0,16.6,1013.9,Partially cloudy,2021,2,11,3,0,154.57142857142858,190.5833333333333,183.16666666666663,137.8695652173913,119.33333333333331,74.95652173913044,205.0,152.2115498373262,45.60301805541231
2021-02-12,225.5,149.28365,175.89539,18.1,79.0,0.0,0.0,0.0,11.2,1015.1,Partially cloudy,2021,2,12,4,0,191.0,154.57142857142858,190.5833333333333,183.16666666666663,137.8695652173913,119.33333333333331,74.95652173913044,150.2115498373262,43.14266049982448
2021-02-13,164.13636363636363,175.64291,143.05498,18.4,79.1,0.0,0.0,0.0,8.6,1015.4,Partially cloudy,2021,2,13,5,1,225.5,191.0,154.57142857142858,190.5833333333333,183.16666666666663,137.8695652173913,119.33333333333331,171.71776101745044,36.366528953116735
2021-02-14,193.0,180.71185,163.0599,18.7,74.4,0.0,0.0,0.0,6.1,1014.5,Clear,2021,2,14,6,1,164.13636363636363,225.5,191.0,154.57142857142858,190.5833333333333,183.16666666666663,137.8695652173913,178.11819391788336,28.756845856984334
2021-02-15,154.125,166.16486,172.7579,19.8,74.4,0.0,0.0,0.0,12.6,1012.7,Clear,2021,2,15,0,0,193.0,164.13636363636363,225.5,191.0,154.57142857142858,190.5833333333333,183.16666666666663,185.99397031539885,22.836586744389642
2021-02-16,193.0,178.50446,206.34602,20.6,74.8,0.0,0.0,0.0,7.6,1012.2,Clear,2021,2,16,1,0,154.125,193.0,164.13636363636363,225.5,191.0,154.57142857142858,190.5833333333333,181.84516079158934,25.872145396777103
2021-02-17,161.2608695652174,183.05655,171.40556,18.9,73.8,0.0,0.0,0.0,9.0,1014.1,Clear,2021,2,17,2,0,193.0,154.125,193.0,164.13636363636363,225.5,191.0,154.57142857142858,182.19039888682747,26.023860518093876
2021-02-18,136.625,183.93552,294.45978,19.2,73.6,0.0,0.0,0.0,8.5,1016.8,Clear,2021,2,18,3,0,161.2608695652174,193.0,154.125,193.0,164.13636363636363,225.5,191.0,183.14603331451158,24.940906538646043
2021-02-19,178.5,187.0195,321.44534,18.1,77.6,0.0,0.0,0.0,15.9,1019.2,Clear,2021,2,19,4,0,136.625,161.2608695652174,193.0,154.125,193.0,164.13636363636363,225.5,175.37817617165442,30.03452854529017
2021-02-20,93.28396739130436,189.0247,346.22324,18.2,76.7,0.0,0.0,0.0,11.9,1019.2,Partially cloudy,2021,2,20,5,1,178.5,136.625,161.2608695652174,193.0,154.125,193.0,164.13636363636363,168.66389045736872,20.79428832312355
2021-02-21,73.35733695652173,191.20932,366.01337,18.5,75.2,0.0,0.0,0.0,15.2,1017.5,Clear,2021,2,21,6,1,93.28396739130436,178.5,136.625,161.2608695652174,193.0,154.125,193.0,158.5421195652174,35.446901936957175
2021-02-22,100.0,188.34537,369.76154,19.3,72.3,0.0,0.0,0.0,15.1,1015.2,Clear,2021,2,22,0,0,73.35733695652173,93.28396739130436,178.5,136.625,161.2608695652174,193.0,154.125,141.45031055900623,43.89967589073375
2021-02-23,85.20833333333333,191.45341,178.93498,20.9,67.3,0.0,0.0,0.0,12.6,1012.9,Clear,2021,2,23,1,0,100.0,73.35733695652173,93.28396739130436,178.5,136.625,161.2608695652174,193.0,133.71816770186336,46.010990572431616
2021-02-24,99.29166666666669,196.09297,163.34105,21.7,65.3,0.0,0.0,0.0,13.3,1011.0,Clear,2021,2,24,2,0,85.20833333333333,100.0,73.35733695652173,93.28396739130436,178.5,136.625,161.2608695652174,118.31935817805383,40.58134334749184
2021-02-25,136.29166666666666,196.74026,233.42708,22.6,67.1,0.0,0.0,0.0,16.5,1009.9,Clear,2021,2,25,3,0,99.29166666666669,85.20833333333333,100.0,73.35733695652173,93.28396739130436,178.5,136.625,109.4666149068323,36.17216878434207
2021-02-26,156.1818181818182,196.37007,310.88776,23.6,64.4,0.0,0.0,0.0,16.6,1007.5,Clear,2021,2,26,4,0,136.29166666666666,99.29166666666669,85.20833333333333,100.0,73.35733695652173,93.28396739130436,178.5,109.41899585921325,36.13065276514
2021-02-27,55.0,198.47339,443.04343,24.6,59.4,0.0,0.0,0.0,17.7,1007.0,Clear,2021,2,27,5,1,156.1818181818182,136.29166666666666,99.29166666666669,85.20833333333333,100.0,73.35733695652173,93.28396739130436,106.23068417090157,29.371084175693515
2021-02-28,49.5,201.76309,330.5681,23.8,52.8,0.0,0.0,0.0,14.1,1010.3,Clear,2021,2,28,6,1,55.0,156.1818181818182,136.29166666666666,99.29166666666669,85.20833333333333,100.0,73.35733695652173,100.7615459721438,35.17468012344912
2021-03-01,67.45833333333333,207.88795,552.68567,20.9,58.8,0.0,0.0,0.0,21.6,1014.4,Clear,2021,3,1,0,0,49.5,55.0,156.1818181818182,136.29166666666666,99.29166666666669,85.20833333333333,100.0,97.35335497835497,39.198201050246105
2021-03-02,64.05,210.52164,605.88873,20.9,57.7,0.0,0.0,0.0,26.5,1014.3,Clear,2021,3,2,1,0,67.45833333333333,49.5,55.0,156.1818181818182,136.29166666666666,99.29166666666669,85.20833333333333,92.70454545454545,40.73168580850815
2021-03-03,95.9090909090909,208.45499,328.4426,21.3,57.6,0.0,0.0,0.0,15.6,1012.4,Clear,2021,3,3,2,0,64.05,67.45833333333333,49.5,55.0,156.1818181818182,136.29166666666666,99.29166666666669,89.68192640692642,42.141344644164136
2021-03-04,100.86363636363636,208.13145,183.06316,23.1,57.1,0.0,0.0,0.0,9.7,1012.0,Clear,2021,3,4,3,0,95.9090909090909,64.05,67.45833333333333,49.5,55.0,156.1818181818182,136.29166666666666,89.1987012987013,42.0320383652957
2021-03-05,97.0,212.48247,590.0127,22.6,60.8,0.0,0.0,0.0,19.3,1011.6,Clear,2021,3,5,4,0,100.86363636363636,95.9090909090909,64.05,67.45833333333333,49.5,55.0,156.1818181818182,84.13755411255411,37.28084928818896
2021-03-06,111.22727272727272,213.51497,347.81802,22.9,60.2,0.0,0.0,0.0,15.8,1010.8,Clear,2021,3,6,5,1,97.0,100.86363636363636,95.9090909090909,64.05,67.45833333333333,49.5,55.0,75.68300865800866,21.655951833605716
2021-03-07,101.20833333333331,208.60431,340.08255,24.5,61.5,0.0,0.0,0.0,13.0,1009.5,Clear,2021,3,7,6,1,111.22727272727272,97.0,100.86363636363636,95.9090909090909,64.05,67.45833333333333,49.5,83.7154761904762,23.086235500019075
2021-03-08,106.66666666666669,204.81793,440.69937,25.2,63.7,0.0,0.0,0.0,16.6,1010.6,Partially cloudy,2021,3,8,0,0,101.20833333333331,111.22727272727272,97.0,100.86363636363636,95.9090909090909,64.05,67.45833333333333,91.10238095238094,18.03322084248628
2021-03-09,140.125,195.46901,254.71382,26.1,67.5,1.0,100.0,4.17,16.6,1012.1,"Rain, Partially cloudy",2021,3,9,1,0,106.66666666666669,101.20833333333331,111.22727272727272,97.0,100.86363636363636,95.9090909090909,64.05,96.70357142857142,15.355644903712538
2021-03-10,70.34782608695652,193.78656,448.62674,25.1,60.8,0.0,0.0,0.0,14.8,1012.0,Partially cloudy,2021,3,10,2,0,140.125,106.66666666666669,101.20833333333331,111.22727272727272,97.0,100.86363636363636,95.9090909090909,107.57142857142857,15.314304219985159
2021-03-11,105.78947368421052,206.47774,247.05704,25.7,63.5,0.0,0.0,0.0,13.8,1012.9,Clear,2021,3,11,3,0,70.34782608695652,140.125,106.66666666666669,101.20833333333331,111.22727272727272,97.0,100.86363636363636,103.91981931112366,20.669680667165277
2021-03-12,66.375,173.26222,438.8735,24.6,52.6,2.881,100.0,8.33,27.7,1014.9,"Rain, Partially cloudy",2021,3,12,4,0,105.78947368421052,70.34782608695652,140.125,106.66666666666669,101.20833333333331,111.22727272727272,97.0,104.62351035691997,20.63210798305347
2021-03-13,80.45833333333333,213.41313,451.21362,24.0,59.7,7.656,100.0,4.17,11.2,1015.8,"Rain, Partially cloudy",2021,3,13,5,1,66.375,105.78947368421052,70.34782608695652,140.125,106.66666666666669,101.20833333333331,111.22727272727272,100.24851035691997,25.248595796953403
2021-03-14,98.04166666666669,221.21762,539.49524,23.9,61.8,0.0,0.0,0.0,17.7,1013.1,Clear,2021,3,14,6,1,80.45833333333333,66.375,105.78947368421052,70.34782608695652,140.125,106.66666666666669,101.20833333333331,95.8529475863572,25.69312689306259
2021-03-15,97.66666666666669,208.43459,448.26666,24.3,60.5,0.0,0.0,0.0,18.4,1011.9,Clear,2021,3,15,0,0,98.04166666666669,80.45833333333333,66.375,105.78947368421052,70.34782608695652,140.125,106.66666666666669,95.40056663397625,25.610864921907496
2021-03-16,116.5,222.79509,425.03415,24.8,61.7,0.0,0.0,0.0,15.1,1012.1,Partially cloudy,2021,3,16,1,0,97.66666666666669,98.04166666666669,80.45833333333333,66.375,105.78947368421052,70.34782608695652,140.125,94.11485234826196,25.17319070999042
2021-03-17,108.05555555555556,203.27184,341.7878,25.6,55.3,0.0,0.0,0.0,14.8,1010.6,Partially cloudy,2021,3,17,2,0,116.5,97.66666666666669,98.04166666666669,80.45833333333333,66.375,105.78947368421052,70.34782608695652,90.73985234826196,18.73750230858179
2021-03-18,109.9,197.11609,247.96802,25.9,52.5,0.0,0.0,0.0,11.2,1011.0,Partially cloudy,2021,3,18,3,0,108.05555555555556,116.5,97.66666666666669,98.04166666666669,80.45833333333333,66.375,105.78947368421052,96.12667084377611,17.259963811185933
2021-03-19,103.75,184.6318,347.0882,26.6,48.0,0.0,0.0,0.0,14.8,1010.7,Partially cloudy,2021,3,19,4,0,109.9,108.05555555555556,116.5,97.66666666666669,98.04166666666669,80.45833333333333,66.375,96.71388888888889,17.70762155431821
2021-03-20,113.04166666666669,220.14969,456.76337,25.2,50.7,0.0,0.0,0.0,18.3,1009.3,Clear,2021,3,20,5,1,103.75,109.9,108.05555555555556,116.5,97.66666666666669,98.04166666666669,80.45833333333333,102.05317460317461,11.625131136535495
2021-03-21,93.16666666666669,214.79941,412.5114,26.3,51.7,0.0,0.0,0.0,14.8,1008.5,Clear,2021,3,21,6,1,113.04166666666669,103.75,109.9,108.05555555555556,116.5,97.66666666666669,98.04166666666669,106.70793650793652,7.2296170170525444
2021-03-22,71.95833333333333,202.87735,361.2576,26.4,46.5,0.0,0.0,0.0,27.7,1011.8,Partially cloudy,2021,3,22,0,0,93.16666666666669,113.04166666666669,103.75,109.9,108.05555555555556,116.5,97.66666666666669,106.01150793650795,8.351355578050365
2021-03-23,66.875,205.61917,370.44675,24.8,48.9,0.0,0.0,0.0,24.1,1013.7,Partially cloudy,2021,3,23,1,0,71.95833333333333,93.16666666666669,113.04166666666669,103.75,109.9,108.05555555555556,116.5,102.33888888888889,15.351635363477788
2021-03-24,62.63636363636363,214.98755,591.68494,25.4,45.4,0.0,0.0,0.0,20.5,1013.8,Partially cloudy,2021,3,24,2,0,66.875,71.95833333333333,93.16666666666669,113.04166666666669,103.75,109.9,108.05555555555556,95.24960317460318,18.794417582755127
2021-03-25,46.72727272727273,236.59439,688.0695,23.4,55.8,0.0,0.0,0.0,17.8,1013.4,Partially cloudy,2021,3,25,3,0,62.63636363636363,66.875,71.95833333333333,93.16666666666669,113.04166666666669,103.75,109.9,88.7611471861472,21.30849338740414
