valid_time,solar_radiation,boundary_layer_height
2021-03-20,220.14969,456.76337
2021-03-21,214.79941,412.5114
2021-03-22,202.87735,361.2576
2021-03-23,205.61917,370.44675
2021-03-24,214.98755,591.68494
2021-03-25,236.59439,688.0695
2021-03-26,235.70288,545.5582
2021-03-27,233.15025,459.64444
2021-03-28,233.59358,378.20786
2021-03-29,237.50522,316.85303
2021-03-30,240.25,1114.8962
2021-03-31,247.00333,1065.3698
2021-04-01,250.39973,1026.1262
2021-04-02,248.4831,625.8296
2021-04-03,248.81415,498.27847
2021-04-04,245.22697,490.68518
2021-04-05,236.14001,438.60806
2021-04-06,232.15552,448.41196
2021-04-07,241.23889,709.4621
2021-04-08,250.07812,872.5805
2021-04-09,247.80998,744.81683
2021-04-10,250.61467,970.3302
2021-04-11,247.22168,763.24567
2021-04-12,225.97441,531.8484
2021-04-13,215.64388,773.52484
2021-04-14,212.30643,505.69003
2021-04-15,240.49367,722.2659
2021-04-16,210.36847,1112.0337
2021-04-17,234.43503,1153.064
2021-04-18,237.59729,1015.7463
2021-04-19,248.40036,1057.681
2021-04-20,189.87868,785.9557
2021-04-21,227.80717,745.15137
2021-04-22,246.17215,1075.174
2021-04-23,189.26256,793.8246
2021-04-24,257.53818,965.02106
2021-04-25,259.5104,821.3472
2021-04-26,258.92847,886.1576
2021-04-27,246.39554,1048.0962
2021-04-28,256.671,1155.6655
2021-04-29,243.74109,1377.3961
2021-04-30,229.46426,622.45856
2021-05-01,216.77972,930.4601
2021-05-02,199.9472,879.8154
2021-05-03,225.02777,1246.674
2021-05-04,223.25517,790.2121
2021-05-05,242.79572,861.8656
2021-05-06,224.41359,764.0736
2021-05-07,234.78903,882.07056
2021-05-08,245.21614,1276.5532
2021-05-09,238.07527,764.91907
2021-05-10,250.32518,578.56274
2021-05-11,215.56108,595.8997
2021-05-12,224.45372,562.6718
2021-05-13,231.05202,690.944
2021-05-14,241.97844,1055.7987
2021-05-15,234.29521,943.8357
2021-05-16,255.65053,1065.5355
2021-05-17,118.0034,797.2454
2021-05-18,99.87051,391.23395
2021-05-19,30.71985,528.37537
2021-05-20,137.86513,712.4156
2021-05-21,243.18767,582.3998
2021-05-22,217.10966,643.4446
2021-05-23,242.62225,510.7593
2021-05-24,260.50165,812.3838
2021-05-25,263.96063,583.37494
2021-05-26,261.93475,378.40616
2021-05-27,261.0915,345.0609
2021-05-28,253.66138,643.198
2021-05-29,247.20467,758.37616
2021-05-30,246.796,668.6747
2021-05-31,243.21594,779.23975
2021-06-01,231.73273,551.8522
2021-06-02,231.81847,753.66327
2021-06-03,198.78877,859.3215
2021-06-04,242.37865,1089.1919
2021-06-05,226.99457,589.6571
2021-06-06,242.2208,626.5583
2021-06-07,218.83215,1066.8734
2021-06-08,248.53242,1412.407
2021-06-09,237.75433,1298.4326
2021-06-10,222.86607,903.49725
2021-06-11,208.33223,984.81885
2021-06-12,201.77983,820.96893
2021-06-13,211.1855,740.155
2021-06-14,229.54382,931.85394
2021-06-15,197.30249,758.1276
2021-06-16,196.72517,612.7349
2021-06-17,212.9917,721.5691
2021-06-18,191.94896,709.25085
2021-06-19,182.27315,637.9107
2021-06-20,188.64806,570.67834
2021-06-21,214.98459,761.1311
2021-06-22,224.65138,1091.34
2021-06-23,237.63412,1063.9436
2021-06-24,231.40791,719.7226
2021-06-25,222.79962,714.75653
2021-06-26,234.55559,751.45374
2021-06-27,227.28969,1007.5398
2021-06-28,230.93074,1032.4882
2021-06-29,239.36615,1334.188
2021-06-30,247.0639,1514.9983
2021-07-01,234.04242,1233.0399
2021-07-02,221.32155,992.4455
2021-07-03,213.44368,861.57477
2021-07-04,217.53876,769.95404
2021-07-05,223.04536,1166.0186
2021-07-06,206.1534,1004.8455
2021-07-07,216.98434,1140.4849
2021-07-08,188.74986,1348.1459
2021-07-09,210.44142,902.5425
2021-07-10,221.49266,981.981
2021-07-11,155.06387,866.0454
2021-07-12,164.22787,928.537
2021-07-13,176.7676,407.5194
2021-07-14,146.69852,423.70514
2021-07-15,183.92108,691.2336
2021-07-16,208.6811,758.87054
2021-07-17,205.24126,732.68176
2021-07-18,122.58171,500.1407
2021-07-19,15.153094,237.31004
2021-07-20,100.71139,364.28357
2021-07-21,187.1633,383.14398
2021-07-22,175.56631,480.9445
2021-07-23,123.41145,351.37384
2021-07-24,203.48454,428.08475
2021-07-25,193.35979,601.8106
2021-07-26,91.2292,388.7509
2021-07-27,38.538967,341.14316
2021-07-28,54.811615,258.21753
2021-07-29,60.01494,323.40204
2021-07-30,58.042065,278.28485
2021-07-31,136.8517,452.63672
2021-08-01,186.14113,344.00314
2021-08-02,108.46811,393.85724
2021-08-03,150.55931,616.4422
2021-08-04,173.25606,602.9922
2021-08-05,171.67535,401.09482
2021-08-06,193.75978,408.55145
2021-08-07,141.41078,302.59015
2021-08-08,165.54741,356.7603
2021-08-09,160.51337,386.5891
2021-08-10,218.77496,569.8174
2021-08-11,225.9008,672.5377
2021-08-12,219.60086,507.95236
2021-08-13,212.6211,566.5336
2021-08-14,203.78781,547.43524
2021-08-15,221.7661,584.1781
2021-08-16,223.9089,453.79596
2021-08-17,219.7132,629.8667
2021-08-18,215.93765,641.29663
2021-08-19,193.01666,590.55444
2021-08-20,94.12533,402.51797
2021-08-21,60.473446,527.0925
2021-08-22,147.25229,366.02686
2021-08-23,194.00383,355.93854
2021-08-24,109.53931,399.34454
2021-08-25,202.2486,681.84644
2021-08-26,205.1746,715.8786
2021-08-27,198.55139,509.8931
2021-08-28,170.54413,413.66205
2021-08-29,151.8403,425.60165
2021-08-30,152.6603,564.8807
2021-08-31,171.82434,540.69385
2021-09-01,85.66685,281.9048
2021-09-02,159.87888,299.61935
2021-09-03,166.84978,342.9986
2021-09-04,112.63225,292.29572
2021-09-05,149.89433,340.1704
2021-09-06,172.3368,385.81033
2021-09-07,147.66052,483.062
2021-09-08,146.91624,717.1209
2021-09-09,127.75379,519.7318
2021-09-10,132.49625,648.23083
2021-09-11,48.162083,482.13776
2021-09-12,95.13778,373.54953
2021-09-13,141.75249,299.3867
2021-09-14,173.4332,523.0377
2021-09-15,146.37555,464.55746
2021-09-16,180.45642,383.221
2021-09-17,101.48191,599.13904
2021-09-18,159.60733,529.753
2021-09-19,163.41881,410.9352
2021-09-20,167.65242,373.25806
2021-09-21,149.37186,429.6607
2021-09-22,94.17106,411.81378
2021-09-23,134.506,452.9176
2021-09-24,151.61911,448.4093
2021-09-25,163.95222,447.49744
2021-09-26,151.75912,412.56427
2021-09-27,174.59605,321.93045
2021-09-28,158.18497,473.8443
2021-09-29,173.74965,514.31696
2021-09-30,153.75952,334.5114
2021-10-01,159.59175,260.42157
2021-10-02,159.77159,366.49817
2021-10-03,153.46509,417.90225
2021-10-04,174.93541,274.89453
2021-10-05,147.6024,331.04138
2021-10-06,161.19508,381.70746
2021-10-07,181.36542,374.69037
2021-10-08,178.94142,371.54468
2021-10-09,180.76387,292.7913
2021-10-10,177.63945,224.8948
2021-10-11,179.51038,173.23174
2021-10-12,178.32033,195.32004
2021-10-13,182.02121,364.90747
2021-10-14,181.307,305.26276
2021-10-15,177.09383,165.05307
2021-10-16,171.29729,205.40155
2021-10-17,107.506516,373.40784
2021-10-18,13.66278,296.29315
2021-10-19,165.17377,338.56662
2021-10-20,170.30058,278.44495
2021-10-21,173.89037,226.6876
2021-10-22,169.6878,259.9713
2021-10-23,164.0881,255.01144
2021-10-24,136.31084,279.61694
2021-10-25,158.08548,299.75812
2021-10-26,164.95563,298.73462
2021-10-27,163.40689,302.6454
2021-10-28,163.08174,264.72623
2021-10-29,162.52434,231.33559
2021-10-30,163.04633,292.18134
2021-10-31,160.63998,253.86447
2021-11-01,159.25793,227.54587
2021-11-02,154.38965,231.52481
2021-11-03,152.02328,199.60146
2021-11-04,152.51636,209.06035
2021-11-05,150.59033,307.87036
2021-11-06,153.70523,288.30478
2021-11-07,153.2708,235.46216
2021-11-08,153.10555,219.02899
2021-11-09,150.8754,193.27087
2021-11-10,151.3715,187.21349
2021-11-11,150.5948,175.5726
2021-11-12,149.37111,196.92987
2021-11-13,149.09502,245.59918
2021-11-14,149.31165,208.03365
2021-11-15,147.68373,258.5614
2021-11-16,148.04486,214.73703
2021-11-17,145.98888,201.66135
2021-11-18,142.56892,210.25298
2021-11-19,134.94774,214.03603
2021-11-20,87.658195,168.91042
2021-11-21,141.17853,201.53761
2021-11-22,145.31944,278.1881
2021-11-23,142.89368,204.9676
2021-11-24,140.21767,164.61644
2021-11-25,136.7732,149.24565
2021-11-26,135.92958,140.83434
2021-11-27,133.22906,201.60788
2021-11-28,130.89076,193.09447
2021-11-29,136.32513,267.26105
2021-11-30,128.94208,181.16032
2021-12-01,67.35955,139.14368
2021-12-02,34.16777,207.06726
2021-12-03,101.11653,110.929146
2021-12-04,129.80539,150.51796
2021-12-05,114.2122,191.43567
2021-12-06,115.01733,220.01747
2021-12-07,132.94365,244.50494
2021-12-08,133.378,217.3136
2021-12-09,131.91194,210.35104
2021-12-10,131.67226,219.26132
2021-12-11,133.8545,198.81924
2021-12-12,126.79105,164.83768
2021-12-13,111.5082,264.36395
2021-12-14,121.57206,175.97943
2021-12-15,129.92595,294.4076
2021-12-16,91.17404,241.63852
2021-12-17,136.03973,366.2341
2021-12-18,134.63554,384.71042
2021-12-19,135.89912,252.96146
2021-12-20,134.28731,167.80087
2021-12-21,131.56367,146.92778
2021-12-22,130.4993,135.43723
2021-12-23,123.89689,133.1306
2021-12-24,127.05007,147.58072
2021-12-25,128.30296,170.12561
2021-12-26,65.29493,184.58098
2021-12-27,116.409904,175.0502
2021-12-28,74.62066,137.36633
2021-12-29,128.11021,152.85843
2021-12-30,137.58577,202.01526
2021-12-31,133.50139,173.42355
2022-01-01,135.09064,170.28236
2022-01-02,130.21962,158.83177
2022-01-03,134.90898,133.64326
2022-01-04,130.7427,130.81172
2022-01-05,20.764328,319.39926
2022-01-06,55.548393,334.37476
2022-01-07,87.59691,522.0773
2022-01-08,40.50376,508.25208
2022-01-09,58.22266,318.94873
2022-01-10,110.00979,326.1523
2022-01-11,115.87146,252.54408
2022-01-12,123.12444,239.2523
2022-01-13,105.927345,180.23042
2022-01-14,109.18068,259.4049
2022-01-15,140.7285,236.60559
2022-01-16,132.9533,183.71721
2022-01-17,118.77823,210.51643
2022-01-18,142.26772,191.00015
2022-01-19,117.250206,113.47011
2022-01-20,104.428955,150.79147
2022-01-21,139.60532,222.13426
2022-01-22,46.520573,618.47424
2022-01-23,49.683445,262.1084
2022-01-24,121.2495,303.4075
2022-01-25,142.45674,345.648
2022-01-26,134.45914,341.7793
2022-01-27,156.76944,386.08328
2022-01-28,162.41821,303.58215
2022-01-29,160.45392,211.32137
2022-01-30,162.59488,283.19827
2022-01-31,162.2396,116.08814
2022-02-01,148.58826,240.80032
2022-02-02,164.8771,269.9284
2022-02-03,70.783165,572.2954
2022-02-04,100.50188,389.41235
2022-02-05,162.50684,121.67269
2022-02-06,172.00378,150.31557
2022-02-07,167.76584,122.95068
2022-02-08,151.88605,131.30269
2022-02-09,121.34165,312.5362
2022-02-10,156.4361,311.62967
2022-02-11,180.2779,512.9481
2022-02-12,184.04935,260.23215
2022-02-13,181.30792,152.86792
2022-02-14,181.66818,140.65158
2022-02-15,180.48071,131.11038
2022-02-16,181.76625,194.25601
2022-02-17,183.48112,173.57872
2022-02-18,183.02852,170.93115
2022-02-19,189.56146,281.15384
2022-02-20,190.45035,552.2067
2022-02-21,195.52588,179.21675
2022-02-22,190.87177,563.91144
2022-02-23,188.22267,351.27185
2022-02-24,164.74495,234.45992
2022-02-25,186.65082,311.07016
2022-02-26,188.59952,641.2793
2022-02-27,195.79538,446.9616
2022-02-28,205.81442,324.9206
2022-03-01,203.89153,237.97264
2022-03-02,203.63509,223.79037
2022-03-03,182.03278,265.076
2022-03-04,203.23329,525.61633
2022-03-05,210.32553,495.08957
2022-03-06,174.31721,225.94675
2022-03-07,192.84325,246.41774
2022-03-08,210.87886,238.2774
2022-03-09,203.43144,248.0036
2022-03-10,213.82494,453.3092
2022-03-11,218.54814,455.44702
2022-03-12,222.1873,353.2497
2022-03-13,216.69292,329.02884
2022-03-14,218.29582,364.7224
2022-03-15,218.00558,409.89548
2022-03-16,221.90282,492.38666
2022-03-17,221.62944,305.58627
2022-03-18,219.80931,479.25717
2022-03-19,221.6714,336.81506
2022-03-20,225.02258,241.93678
2022-03-21,225.58243,451.0195
2022-03-22,234.52882,582.95416
2022-03-23,223.95308,302.92487
2022-03-24,234.17833,459.29153
2022-03-25,235.31288,496.42078
2022-03-26,238.93802,867.6933
2022-03-27,240.09546,382.94397
2022-03-28,240.17094,231.84447
2022-03-29,240.66313,319.33286
2022-03-30,238.67279,234.3541
2022-03-31,237.73317,367.15955
2022-04-01,247.66104,599.46045
2022-04-02,244.8899,466.29822
2022-04-03,248.27849,340.5977
2022-04-04,247.19994,490.85556
2022-04-05,247.68672,637.37854
2022-04-06,246.66835,585.6899
2022-04-07,246.04317,632.2433
2022-04-08,247.07553,484.336
2022-04-09,240.83191,369.19482
2022-04-10,247.89955,646.4886
2022-04-11,239.52493,587.7434
2022-04-12,222.10555,365.28293
2022-04-13,244.89757,576.2411
2022-04-14,245.50916,748.4454
2022-04-15,243.55148,726.61005
2022-04-16,251.50684,650.4132
2022-04-17,248.56313,677.5493
2022-04-18,240.72815,430.18204
2022-04-19,242.81631,649.2163
2022-04-20,250.555,1290.0247
2022-04-21,217.81754,543.7445
2022-04-22,240.0069,939.5786
2022-04-23,255.40823,874.9855
2022-04-24,254.60388,1119.3398
2022-04-25,230.69234,612.7519
2022-04-26,254.89789,1113.2914
2022-04-27,258.50394,922.30896
2022-04-28,253.1813,687.86725
2022-04-29,256.11975,643.7425
2022-04-30,246.73581,897.19
2022-05-01,225.5834,516.9133
2022-05-02,247.27037,898.48376
2022-05-03,238.58138,785.4131
2022-05-04,231.0149,695.19604
2022-05-05,243.53499,770.508
2022-05-06,240.57588,1339.5151
2022-05-07,254.57751,774.6511
2022-05-08,251.77682,909.4557
2022-05-09,242.47177,868.86786
2022-05-10,243.51018,970.4967
2022-05-11,233.37071,1076.0122
2022-05-12,242.044,1041.3368
2022-05-13,253.93565,793.2085
2022-05-14,260.9088,911.46423
2022-05-15,255.7343,609.8868
2022-05-16,227.17108,981.5308
2022-05-17,225.00029,855.7816
2022-05-18,252.67558,769.0811
2022-05-19,252.78261,767.22485
2022-05-20,250.90994,894.56866
2022-05-21,218.17542,650.39105
2022-05-22,243.21408,1050.1538
2022-05-23,224.20657,839.38947
2022-05-24,167.51314,605.3771
2022-05-25,216.47478,772.7291
2022-05-26,249.5008,704.72986
2022-05-27,243.30106,893.6081
2022-05-28,244.9627,974.4066
2022-05-29,237.32034,784.5202
2022-05-30,247.94913,837.94257
2022-05-31,242.39378,924.6848
2022-06-01,246.98958,795.9202
2022-06-02,251.26753,648.9705
2022-06-03,257.74146,1094.1602
2022-06-04,247.9368,985.17175
2022-06-05,244.6841,965.19507
2022-06-06,255.58206,1073.4288
2022-06-07,238.3371,1043.234
2022-06-08,255.53552,1159.6387
2022-06-09,240.46153,1287.8661
2022-06-10,245.26012,1225.2522
2022-06-11,248.95207,1326.8455
2022-06-12,243.32292,1238.5897
2022-06-13,218.13997,1479.4921
2022-06-14,169.79861,964.38446
2022-06-15,234.91623,1290.2898
2022-06-16,238.1667,850.10767
2022-06-17,182.02641,647.444
2022-06-18,185.80536,558.26337
2022-06-19,172.48125,452.50262
2022-06-20,228.73988,658.18274
2022-06-21,211.26854,641.0984
2022-06-22,225.7502,676.41223
2022-06-23,247.77231,812.5565
2022-06-24,255.51735,896.05286
2022-06-25,253.458,1057.6765
2022-06-26,227.17133,968.89905
2022-06-27,226.55107,960.4838
2022-06-28,204.05675,951.4482
2022-06-29,192.4311,901.8003
2022-06-30,56.75686,312.76996
2022-07-01,121.145096,359.24966
2022-07-02,168.02461,427.43213
2022-07-03,139.71245,584.58453
2022-07-04,147.89456,552.23
2022-07-05,176.66806,662.69714
2022-07-06,203.90637,703.10626
2022-07-07,195.21455,758.98035
2022-07-08,221.55595,694.97876
2022-07-09,165.05347,567.8154
2022-07-10,120.116684,419.85126
2022-07-11,208.19936,465.9178
2022-07-12,211.96265,493.07635
2022-07-13,183.06213,628.11755
2022-07-14,208.22609,713.0964
2022-07-15,208.46278,924.50165
2022-07-16,178.257,637.5285
2022-07-17,187.51297,488.57935
2022-07-18,218.04771,504.95334
2022-07-19,205.8943,473.7964
2022-07-20,114.80628,390.36618
2022-07-21,104.11875,300.69022
2022-07-22,192.63191,377.92816
2022-07-23,122.3296,578.4774
2022-07-24,163.5097,747.7094
2022-07-25,185.93082,774.4489
2022-07-26,156.72803,717.1497
2022-07-27,160.11664,510.31885
2022-07-28,87.24666,278.63538
2022-07-29,56.30104,322.5611
2022-07-30,85.01462,265.37964
2022-07-31,161.35995,402.39584
2022-08-01,165.89146,414.09637
2022-08-02,188.86153,425.74182
2022-08-03,169.9369,394.0138
2022-08-04,110.437515,459.99182
2022-08-05,106.79188,397.43524
2022-08-06,195.82791,400.55823
2022-08-07,75.089165,251.29755
2022-08-08,178.7426,388.3224
2022-08-09,203.45396,533.9202
2022-08-10,206.76952,574.33746
2022-08-11,101.59141,734.4492
2022-08-12,178.16075,737.0414
2022-08-13,177.15141,558.9691
2022-08-14,158.17775,415.3714
2022-08-15,77.53423,503.55603
2022-08-16,58.781757,1066.4662
2022-08-17,156.35161,640.0477
2022-08-18,173.30402,521.1716
2022-08-19,188.39595,611.4239
2022-08-20,133.67233,380.02997
2022-08-21,142.0822,368.23523
2022-08-22,136.85078,599.70276
2022-08-23,158.16681,1109.2104
2022-08-24,149.9924,563.21875
2022-08-25,162.73979,507.756
2022-08-26,161.97185,561.3939
2022-08-27,185.26192,676.17426
2022-08-28,197.01056,691.4866
2022-08-29,188.5457,456.20242
2022-08-30,174.68619,391.77103
2022-08-31,186.74152,514.85815
2022-09-01,187.08112,600.8578
2022-09-02,204.79674,548.75854
2022-09-03,193.80254,824.0021
2022-09-04,213.16727,919.51483
2022-09-05,209.94856,499.13928
2022-09-06,184.57332,591.0928
2022-09-07,196.30963,795.2463
2022-09-08,183.5794,708.4158
2022-09-09,169.86723,704.5253
2022-09-10,177.9456,614.80725
2022-09-11,172.18083,696.36176
2022-09-12,191.47969,801.6675
2022-09-13,151.93257,948.1265
2022-09-14,76.13812,772.774
2022-09-15,22.403997,528.63965
2022-09-16,88.14923,269.21625
2022-09-17,176.47905,380.7388
2022-09-18,191.16568,369.58954
2022-09-19,139.63075,371.06647
2022-09-20,111.67321,331.66733
2022-09-21,65.06537,341.92737
2022-09-22,60.65624,367.1975
2022-09-23,50.914413,456.23944
2022-09-24,43.500233,532.4522
2022-09-25,159.15308,406.19904
2022-09-26,175.37372,459.01938
2022-09-27,183.67108,324.18488
2022-09-28,169.48886,294.5313
2022-09-29,181.47926,348.2988
2022-09-30,178.63605,358.5089
2022-10-01,177.26924,334.34088
2022-10-02,181.07219,325.41287
2022-10-03,186.68799,489.3883
2022-10-04,147.67593,336.34302
2022-10-05,144.91452,411.278
2022-10-06,169.83066,643.60455
2022-10-07,51.203514,490.6936
2022-10-08,15.133776,411.36288
2022-10-09,39.223724,378.32706
2022-10-10,77.28639,325.45428
2022-10-11,94.563644,250.6748
2022-10-12,135.32825,242.0082
2022-10-13,174.62918,293.68454
2022-10-14,177.30411,298.4153
2022-10-15,176.17235,293.50824
2022-10-16,174.67981,236.30228
2022-10-17,173.59332,221.32886
2022-10-18,173.99408,155.16455
2022-10-19,170.32458,190.41492
2022-10-20,168.25479,193.26369
2022-10-21,168.97202,162.08614
2022-10-22,167.6828,237.16177
2022-10-23,169.61867,267.41434
2022-10-24,168.66956,225.28355
2022-10-25,169.4312,285.80563
2022-10-26,164.85736,220.90527
2022-10-27,162.40547,184.08867
2022-10-28,159.9352,187.40662
2022-10-29,161.24184,327.5186
2022-10-30,159.59071,307.59412
2022-10-31,157.39154,238.00414
2022-11-01,154.41313,225.50418
2022-11-02,156.26892,184.1983
2022-11-03,153.56656,232.00429
2022-11-04,150.93967,210.02545
2022-11-05,148.50533,254.05002
2022-11-06,140.38005,238.30302
2022-11-07,147.60368,165.3136
2022-11-08,140.52339,163.12437
2022-11-09,128.87056,222.719
2022-11-10,137.38876,208.09454
2022-11-11,149.13077,297.31955
2022-11-12,149.39348,315.87827
2022-11-13,146.18974,282.96658
2022-11-14,143.83447,231.12729
2022-11-15,129.80768,174.28596
2022-11-16,142.72481,329.3015
2022-11-17,145.30174,392.33444
2022-11-18,146.2002,277.09604
2022-11-19,143.50438,253.75775
2022-11-20,142.01782,213.24338
2022-11-21,142.5987,193.13562
2022-11-22,142.14145,232.26453
2022-11-23,144.14207,228.59113
2022-11-24,142.61923,190.57655
2022-11-25,140.5653,168.69292
2022-11-26,139.84668,209.98569
2022-11-27,139.23459,162.60822
2022-11-28,138.18768,189.36859
2022-11-29,137.14569,217.08078
2022-11-30,133.98792,189.27267
2022-12-01,136.61057,183.78821
2022-12-02,133.94627,189.69441
2022-12-03,132.77773,234.45767
2022-12-04,133.50414,202.74364
2022-12-05,134.30093,210.28386
2022-12-06,134.65163,262.96857
2022-12-07,134.7374,295.37903
2022-12-08,132.16154,191.77298
2022-12-09,131.1059,144.95865
2022-12-10,131.19572,133.04498
2022-12-11,132.60205,142.41086
2022-12-12,133.57349,183.20166
2022-12-13,134.28133,288.20163
2022-12-14,135.39429,272.6786
2022-12-15,134.75546,236.02153
2022-12-16,133.82166,172.51855
2022-12-17,133.12119,157.49849
2022-12-18,131.90616,140.02014
2022-12-19,132.51532,162.45311
2022-12-20,130.50716,167.59135
2022-12-21,133.096,128.72629
2022-12-22,132.76384,107.28491
2022-12-23,123.7292,115.83205
2022-12-24,131.74666,226.54114
2022-12-25,134.11386,178.82088
2022-12-26,132.50809,128.72896
2022-12-27,133.77365,241.8462
2022-12-28,134.47209,296.32352
2022-12-29,107.81981,136.34644
2022-12-30,106.439964,173.36465
2022-12-31,133.71515,242.10162
2023-01-01,133.94044,184.93073
2023-01-02,121.41248,235.08069
2023-01-03,133.94208,210.0557
2023-01-04,138.15941,165.07353
2023-01-05,99.81686,106.55664
2023-01-06,89.734375,101.99065
2023-01-07,101.462555,113.007164
2023-01-08,140.16356,120.24404
2023-01-09,113.13165,79.06948
2023-01-10,137.573,141.78593
2023-01-11,91.50789,158.953
2023-01-12,99.9656,278.31662
2023-01-13,96.526,189.89873
2023-01-14,141.95631,319.1022
2023-01-15,144.41486,286.33365
2023-01-16,151.37163,242.95288
2023-01-17,152.52797,214.74075
2023-01-18,151.53806,204.3727
2023-01-19,137.58849,154.72685
2023-01-20,136.09494,269.7751
2023-01-21,149.94232,156.02228
2023-01-22,136.70085,150.19728
2023-01-23,147.46072,126.98664
2023-01-24,101.205086,399.41055
2023-01-25,117.58683,253.584
2023-01-26,136.99507,378.0159
2023-01-27,161.27055,299.9428
2023-01-28,164.07593,157.69571
2023-01-29,80.69404,175.66147
2023-01-30,68.88024,212.38153
2023-01-31,160.19,455.3205
2023-02-01,166.31209,348.53607
2023-02-02,168.14915,284.0501
2023-02-03,167.41396,193.98114
2023-02-04,167.16971,258.8067
2023-02-05,170.82861,181.74287
2023-02-06,162.6253,148.5843
2023-02-07,169.56787,259.68134
2023-02-08,173.8243,262.70386
2023-02-09,170.30734,177.59448
2023-02-10,171.41075,192.34499
2023-02-11,172.90965,262.43707
2023-02-12,181.74799,625.6976
2023-02-13,184.2818,618.8555
2023-02-14,180.311,300.98257
2023-02-15,181.8975,343.1055
2023-02-16,181.66673,151.49335
2023-02-17,182.52127,198.4082
2023-02-18,187.1017,167.01602
2023-02-19,184.76286,143.93309
2023-02-20,182.77205,179.83588
2023-02-21,190.11348,238.13562
2023-02-22,187.75893,266.17557
2023-02-23,197.24693,270.64392
2023-02-24,189.39998,184.52864
2023-02-25,197.14326,192.88718
2023-02-26,190.86446,201.69136
2023-02-27,173.15422,227.52263
2023-02-28,191.84967,283.25104
2023-03-01,196.37126,230.64116
2023-03-02,199.37341,279.05093
2023-03-03,191.80278,405.51746
2023-03-04,197.22127,388.5086
2023-03-05,197.72182,403.72287
2023-03-06,207.99493,531.41113
2023-03-07,209.56305,404.02164
2023-03-08,194.91624,437.51685
2023-03-09,204.68205,397.99817
2023-03-10,213.62521,638.92535
2023-03-11,212.93678,556.91205
2023-03-12,213.11174,422.34726
2023-03-13,150.12144,356.8353
2023-03-14,212.892,475.14746
2023-03-15,216.78317,426.51355
2023-03-16,172.25066,318.63968
2023-03-17,158.15587,413.39072
2023-03-18,159.17535,389.85626
2023-03-19,190.78868,385.65027
2023-03-20,100.8951,434.47324
2023-03-21,115.90165,497.96457
2023-03-22,214.11963,421.03726
2023-03-23,221.24727,389.7349
2023-03-24,165.6216,411.74908
2023-03-25,194.08069,422.87848
2023-03-26,216.30768,462.59103
2023-03-27,231.77863,518.8268
2023-03-28,226.00273,435.1661
2023-03-29,221.55458,293.07278
2023-03-30,197.41644,391.62177
2023-03-31,192.10797,475.384
2023-04-01,189.64226,433.291
2023-04-02,224.63246,448.0443
2023-04-03,220.47754,329.68588
2023-04-04,230.36139,622.21344
2023-04-05,242.81497,370.07166
2023-04-06,234.01045,444.2876
2023-04-07,250.36081,442.73624
2023-04-08,250.17802,396.17624
2023-04-09,248.15727,718.0535
2023-04-10,247.31305,790.3997
2023-04-11,216.2132,797.3537
2023-04-12,238.16943,1238.2493
2023-04-13,247.25089,826.94934
2023-04-14,246.89827,782.29
2023-04-15,247.70483,1007.81195
2023-04-16,232.48816,932.0316
2023-04-17,242.20683,919.5915
2023-04-18,238.82431,1041.1503
2023-04-19,220.53851,907.08307
2023-04-20,222.00526,802.7333
2023-04-21,212.19171,1441.7438
2023-04-22,234.9774,1375.906
2023-04-23,220.82083,1302.3066
2023-04-24,225.04884,991.4663
2023-04-25,250.02899,1003.6489
2023-04-26,214.2555,1179.7926
2023-04-27,215.11855,1334.3228
2023-04-28,149.90085,448.11783
2023-04-29,191.88402,800.90643
2023-04-30,196.72736,678.1008
2023-05-01,152.27129,480.29828
2023-05-02,135.40459,529.33875
2023-05-03,140.44786,365.16675
2023-05-04,233.44661,673.7444
2023-05-05,229.83641,924.6869
2023-05-06,233.41644,602.44293
2023-05-07,252.01399,688.78156
2023-05-08,244.30142,415.01642
2023-05-09,261.2188,675.9612
2023-05-10,266.13943,875.65204
2023-05-11,264.10767,877.7919
2023-05-12,260.75955,602.4061
2023-05-13,257.19464,321.77994
2023-05-14,220.23882,594.3343
2023-05-15,250.57285,994.00104
2023-05-16,254.95384,1009.7032
2023-05-17,251.82503,1160.8914
2023-05-18,234.34691,778.04755
2023-05-19,256.29828,1095.8098
2023-05-20,258.8989,1175.9462
2023-05-21,256.68967,534.9193
2023-05-22,223.12097,901.5344
2023-05-23,228.48615,905.3719
2023-05-24,226.81969,889.2799
2023-05-25,120.74897,645.5776
2023-05-26,224.23128,744.91815
2023-05-27,214.34421,821.01245
2023-05-28,235.13914,804.9142
2023-05-29,206.41083,499.50714
2023-05-30,229.38327,755.759
2023-05-31,229.39363,658.0102
2023-06-01,235.5818,593.74005
2023-06-02,229.08568,757.29047
2023-06-03,253.62537,820.8306
2023-06-04,228.2668,485.44455
2023-06-05,244.01755,981.9451
2023-06-06,240.2465,1056.7444
2023-06-07,245.57597,1165.2877
2023-06-08,241.07173,1260.2705
2023-06-09,247.18848,1463.3438
2023-06-10,220.84476,1330.8916
2023-06-11,242.33302,1182.7034
2023-06-12,243.40099,1224.5258
2023-06-13,232.3609,1353.2222
2023-06-14,237.24957,1430.822
2023-06-15,217.83237,927.26324
2023-06-16,219.90413,810.2573
2023-06-17,222.58156,734.2037
2023-06-18,196.37448,780.5118
