datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,precipcover,windspeed,pressure,conditions
2019-01-01,22.3,5.8,13.2,22.3,4.7,13.0,70.1,0.0,0.0,0.0,9.4,1020.0,Clear
2019-01-02,22.7,7.9,14.9,22.7,7.9,14.9,70.6,0.0,0.0,0.0,11.2,1020.0,Clear
2019-01-03,19.9,7.0,12.6,19.9,6.2,12.4,83.1,0.0,0.0,0.0,21.1,1021.4,Clear
2019-01-04,17.7,8.0,11.9,17.7,4.9,11.3,87.3,0.0,0.0,0.0,21.5,1020.3,Partially cloudy
2019-01-05,20.9,7.6,13.3,20.9,7.0,12.8,78.8,0.0,0.0,0.0,21.6,1018.6,Clear
2019-01-06,19.2,10.5,14.2,19.2,10.5,14.2,81.6,5.552,100.0,12.5,22.3,1017.9,"Rain, Partially cloudy"
2019-01-07,19.5,8.0,12.9,19.5,8.0,12.8,86.7,0.0,0.0,0.0,11.2,1019.7,Partially cloudy
2019-01-08,19.6,8.0,12.8,19.6,7.4,12.7,84.5,0.0,0.0,0.0,15.0,1018.1,Partially cloudy
2019-01-09,20.3,7.0,13.3,20.3,4.8,12.9,74.2,0.0,0.0,0.0,24.3,1017.3,Clear
2019-01-10,20.5,7.5,13.1,20.5,6.8,12.9,72.0,0.0,0.0,0.0,11.2,1016.9,Clear
2019-01-11,21.5,6.7,14.0,21.5,6.7,14.0,71.9,0.0,0.0,0.0,9.4,1018.3,Clear
2019-01-12,22.0,8.8,14.8,22.0,8.8,14.8,72.2,0.0,0.0,0.0,11.2,1017.4,Partially cloudy
2019-01-13,22.4,9.6,15.8,22.4,9.6,15.8,74.2,0.0,0.0,0.0,14.8,1019.3,Partially cloudy
2019-01-14,19.0,9.0,13.3,19.0,7.6,13.0,64.5,0.0,0.0,0.0,24.6,1019.4,Clear
2019-01-15,18.7,6.0,11.2,18.7,4.0,10.4,71.1,0.0,0.0,0.0,18.4,1018.4,Partially cloudy
2019-01-16,20.0,6.2,12.6,20.0,6.2,12.6,73.3,0.0,0.0,0.0,9.4,1018.2,Partially cloudy
2019-01-17,21.7,6.3,13.4,21.7,6.3,13.4,74.6,0.0,0.0,0.0,14.8,1017.0,Clear
2019-01-18,20.8,6.0,12.6,20.8,4.4,12.3,78.4,0.0,0.0,0.0,22.8,1017.2,Clear
2019-01-19,25.1,7.7,15.1,25.1,7.7,15.1,71.6,0.0,0.0,0.0,9.4,1017.1,Clear
2019-01-20,28.0,9.5,18.3,27.8,9.5,18.1,63.9,0.0,0.0,0.0,9.4,1015.9,Partially cloudy
2019-01-21,23.0,13.0,16.8,23.0,13.0,16.8,79.2,10.507,100.0,8.33,26.5,1013.1,"Rain, Partially cloudy"
2019-01-22,18.0,13.0,15.2,18.0,13.0,15.2,95.0,29.553,100.0,12.5,22.3,1013.8,"Rain, Partially cloudy"
2019-01-23,18.4,9.8,13.0,18.4,8.7,12.9,93.4,0.0,0.0,0.0,11.2,1017.5,Partially cloudy
2019-01-24,20.8,11.0,14.7,20.8,11.0,14.7,86.7,2.701,100.0,4.17,20.5,1019.6,"Rain, Partially cloudy"
2019-01-25,18.0,10.5,13.8,18.0,10.5,13.8,83.5,2.552,100.0,4.17,13.0,1019.7,"Rain, Partially cloudy"
2019-01-26,18.8,7.3,12.5,18.8,6.4,12.3,70.3,0.0,0.0,0.0,14.8,1022.2,Clear
2019-01-27,18.5,5.1,11.2,18.5,4.0,10.8,77.9,0.0,0.0,0.0,31.8,1022.6,Partially cloudy
2019-01-28,18.8,6.0,11.9,18.8,4.4,11.5,72.6,0.0,0.0,0.0,24.6,1022.1,Clear
2019-01-29,19.8,6.0,12.2,19.8,4.4,11.7,69.3,0.0,0.0,0.0,16.6,1020.5,Clear
2019-01-30,20.2,6.8,13.1,20.2,5.6,13.0,69.6,0.0,0.0,0.0,13.6,1019.1,Partially cloudy
2019-01-31,20.8,10.0,14.6,20.8,10.0,14.6,72.6,0.0,0.0,0.0,16.1,1017.7,Partially cloudy
2019-02-01,21.0,11.9,15.4,21.0,11.9,15.4,81.4,0.0,0.0,0.0,15.4,1018.4,Partially cloudy
2019-02-02,17.6,8.0,12.1,17.6,6.0,11.5,95.1,0.0,0.0,0.0,21.0,1018.7,Partially cloudy
2019-02-03,19.6,10.0,13.2,19.6,8.7,13.1,91.4,0.0,0.0,0.0,15.6,1019.8,Clear
2019-02-04,22.6,8.0,14.1,22.6,6.8,14.0,81.5,0.0,0.0,0.0,11.2,1020.2,Partially cloudy
2019-02-05,24.6,10.2,16.8,24.6,10.2,16.8,77.4,0.0,0.0,0.0,10.0,1017.5,Partially cloudy
2019-02-06,25.0,13.3,18.6,25.0,13.3,18.6,84.6,0.681,100.0,4.17,21.8,1012.4,"Rain, Partially cloudy"
2019-02-07,18.2,13.3,16.4,18.2,13.3,16.4,93.7,7.033,100.0,8.33,33.2,1010.3,"Rain, Partially cloudy"
2019-02-08,20.1,8.0,13.9,20.1,8.0,13.9,78.6,0.0,0.0,0.0,17.7,1016.4,Clear
2019-02-09,20.0,8.0,13.6,20.0,6.0,13.1,76.4,0.0,0.0,0.0,18.0,1018.9,Clear
2019-02-10,20.6,7.0,13.7,20.6,7.0,13.7,76.9,0.0,0.0,0.0,22.4,1020.2,Partially cloudy
2019-02-11,21.8,9.2,15.2,21.8,8.5,15.2,73.9,0.0,0.0,0.0,11.2,1020.5,Partially cloudy
2019-02-12,22.9,11.3,16.7,22.9,11.3,16.7,78.7,0.0,0.0,0.0,7.6,1020.5,Partially cloudy
2019-02-13,25.0,12.4,18.3,25.0,12.4,18.3,73.6,0.0,0.0,0.0,11.6,1019.6,Partially cloudy
2019-02-14,21.0,15.1,17.4,21.0,15.1,17.4,86.2,9.806,100.0,12.5,18.4,1015.2,"Rain, Partially cloudy"
2019-02-15,21.5,13.8,16.7,21.5,13.8,16.7,85.8,0.1,100.0,4.17,15.6,1015.5,"Rain, Partially cloudy"
2019-02-16,19.2,13.0,15.3,19.2,13.0,15.3,91.4,0.0,0.0,0.0,16.6,1017.3,Partially cloudy
2019-02-17,21.0,11.0,15.5,21.0,11.0,15.5,83.5,0.0,0.0,0.0,20.3,1014.2,Partially cloudy
2019-02-18,24.8,12.3,18.1,24.8,12.3,18.1,73.0,0.63,100.0,4.17,21.3,1009.4,"Rain, Partially cloudy"
2019-02-19,23.9,13.2,18.4,23.9,13.2,18.4,79.7,0.0,0.0,0.0,12.0,1012.5,Partially cloudy
2019-02-20,20.8,15.0,18.1,20.8,15.0,18.1,87.5,2.171,100.0,12.5,11.4,1017.4,"Rain, Partially cloudy"
2019-02-21,27.8,15.0,21.0,28.3,15.0,21.1,71.6,0.0,0.0,0.0,15.4,1016.1,Partially cloudy
2019-02-22,23.0,15.0,18.7,23.0,15.0,18.7,78.5,0.0,0.0,0.0,24.5,1016.8,Partially cloudy
2019-02-23,22.0,9.0,16.4,22.0,7.2,16.3,66.5,0.0,0.0,0.0,29.4,1015.3,Partially cloudy
2019-02-24,23.6,13.0,17.1,23.6,13.0,17.1,65.4,0.0,0.0,0.0,16.6,1012.0,Partially cloudy
2019-02-25,25.0,11.0,17.2,25.0,11.0,17.2,65.0,1.851,100.0,4.17,22.3,1011.1,"Rain, Partially cloudy"
2019-02-26,21.0,11.7,15.7,21.0,11.7,15.7,67.7,0.17,100.0,4.17,24.1,1011.3,"Rain, Partially cloudy"
2019-02-27,19.0,11.3,15.0,19.0,11.3,15.0,71.7,0.0,0.0,0.0,14.8,1011.5,Partially cloudy
2019-02-28,21.3,9.0,15.0,21.3,9.0,15.0,69.4,0.0,0.0,0.0,23.5,1015.3,Partially cloudy
2019-03-01,23.3,8.7,16.3,23.3,8.7,16.2,62.9,0.0,0.0,0.0,16.6,1015.8,Clear
2019-03-02,18.7,13.0,15.6,18.7,13.0,15.6,81.3,6.391,100.0,16.67,18.4,1015.9,"Rain, Partially cloudy"
2019-03-03,22.1,12.0,16.6,22.1,12.0,16.6,85.2,2.722,100.0,8.33,18.4,1012.6,"Rain, Partially cloudy"
2019-03-04,23.7,12.3,18.2,23.7,12.3,18.2,80.9,0.0,0.0,0.0,15.4,1009.8,Partially cloudy
2019-03-05,23.0,12.0,17.7,23.0,12.0,17.7,72.4,0.0,0.0,0.0,18.0,1010.8,Partially cloudy
2019-03-06,24.1,11.0,17.7,24.1,11.0,17.7,65.8,0.0,0.0,0.0,16.2,1011.9,Clear
2019-03-07,26.0,10.4,18.7,26.0,10.4,18.7,62.1,0.0,0.0,0.0,15.9,1012.3,Clear
2019-03-08,26.0,13.2,19.8,26.0,13.2,19.8,63.1,0.0,0.0,0.0,14.4,1013.8,Clear
2019-03-09,26.2,14.2,20.1,26.2,14.2,20.1,60.0,0.0,0.0,0.0,14.8,1013.9,Clear
2019-03-10,26.8,11.5,19.6,26.4,11.5,19.6,56.4,0.0,0.0,0.0,16.6,1014.2,Clear
2019-03-11,27.8,14.5,21.4,27.7,14.5,21.4,59.5,0.555,100.0,4.17,23.8,1013.4,"Rain, Partially cloudy"
2019-03-12,27.0,15.2,21.1,26.8,15.2,21.1,61.3,0.0,0.0,0.0,14.8,1015.6,Partially cloudy
2019-03-13,24.8,16.0,20.1,24.8,16.0,20.1,61.8,0.0,0.0,0.0,11.2,1015.9,Partially cloudy
2019-03-14,24.0,13.4,18.0,24.0,13.4,18.0,73.2,0.77,100.0,4.17,18.4,1016.8,"Rain, Partially cloudy"
2019-03-15,25.8,11.0,18.6,25.8,11.0,18.6,71.5,0.0,0.0,0.0,13.0,1018.2,Clear
2019-03-16,26.0,13.0,19.6,26.0,13.0,19.6,66.1,0.0,0.0,0.0,14.8,1016.6,Partially cloudy
2019-03-17,27.8,14.0,21.1,27.3,14.0,21.1,60.0,0.0,0.0,0.0,14.8,1014.6,Partially cloudy
2019-03-18,28.1,13.8,21.1,27.7,13.8,21.1,61.9,0.0,0.0,0.0,16.6,1014.1,Clear
2019-03-19,30.9,14.7,22.7,30.4,14.7,22.6,59.6,0.0,0.0,0.0,11.2,1010.5,Clear
2019-03-20,34.0,17.4,25.7,34.3,17.4,25.6,51.7,0.0,0.0,0.0,16.1,1008.7,Partially cloudy
2019-03-21,31.5,18.8,25.1,29.9,18.8,24.7,51.5,0.0,0.0,0.0,16.6,1012.1,Partially cloudy
2019-03-22,29.8,17.0,23.5,28.3,17.0,23.2,45.9,0.0,0.0,0.0,24.3,1014.4,Clear
2019-03-23,30.1,16.0,23.2,28.9,16.0,23.0,49.8,0.0,0.0,0.0,22.3,1013.6,Clear
2019-03-24,31.9,15.0,24.0,30.8,15.0,23.8,51.6,0.0,0.0,0.0,15.1,1012.0,Clear
2019-03-25,30.1,17.0,23.0,29.5,17.0,22.9,61.0,0.0,0.0,0.0,14.8,1012.3,Partially cloudy
2019-03-26,30.0,16.0,23.2,29.3,16.0,23.1,58.9,0.0,0.0,0.0,22.4,1013.5,Clear
2019-03-27,31.2,16.0,24.6,30.3,16.0,24.3,51.5,0.0,0.0,0.0,18.0,1014.3,Partially cloudy
2019-03-28,35.0,17.6,26.3,36.2,17.6,26.4,54.4,0.0,0.0,0.0,9.7,1012.0,Clear
2019-03-29,36.7,20.5,28.6,36.6,20.5,28.7,53.4,0.0,0.0,0.0,13.5,1008.9,Clear
2019-03-30,39.0,22.0,30.2,39.0,22.0,30.5,50.0,0.255,100.0,4.17,18.0,1007.8,"Rain, Partially cloudy"
2019-03-31,34.1,22.4,28.4,31.9,22.4,27.7,42.4,0.0,0.0,0.0,23.2,1008.9,Partially cloudy
2019-04-01,33.8,16.0,26.6,32.5,16.0,25.9,41.5,0.0,0.0,0.0,21.1,1009.1,Clear
2019-04-02,35.0,17.7,27.1,33.5,17.7,26.5,42.2,0.0,0.0,0.0,14.2,1009.7,Clear
2019-04-03,36.2,19.0,27.9,35.3,19.0,27.5,42.3,0.0,0.0,0.0,15.4,1008.7,Clear
2019-04-04,39.0,20.7,29.8,38.2,20.7,29.8,44.5,0.0,0.0,0.0,14.1,1009.3,Clear
2019-04-05,40.0,21.5,30.8,42.0,21.5,30.8,44.1,0.0,0.0,0.0,23.0,1008.2,Clear
2019-04-06,38.6,23.9,31.9,39.0,23.9,32.0,38.0,0.0,0.0,0.0,11.4,1006.9,Partially cloudy
2019-04-07,35.0,23.0,30.0,40.2,23.0,32.3,55.2,5.851,100.0,8.33,32.5,1006.1,"Rain, Partially cloudy"
2019-04-08,36.0,21.8,28.0,36.8,21.8,28.4,53.2,0.0,0.0,0.0,17.2,1007.2,Partially cloudy
2019-04-09,37.0,22.3,29.6,38.1,22.3,29.9,48.7,0.0,0.0,0.0,11.2,1006.8,Clear
2019-04-10,38.8,22.9,31.3,38.6,22.9,31.4,44.5,0.0,0.0,0.0,15.5,1008.0,Clear
2019-04-11,38.9,24.5,32.0,38.8,24.5,31.9,38.4,0.0,0.0,0.0,15.3,1007.8,Clear
2019-04-12,37.0,25.0,30.6,39.1,25.0,30.9,42.4,0.625,100.0,8.33,17.8,1008.4,"Rain, Partially cloudy"
2019-04-13,38.0,23.7,31.2,39.0,23.7,31.1,38.7,0.0,0.0,0.0,25.4,1008.9,Clear
2019-04-14,39.0,24.0,31.6,39.3,24.0,31.5,37.0,0.0,0.0,0.0,18.4,1008.8,Clear
2019-04-15,40.0,27.0,33.2,40.4,27.0,33.0,33.6,0.0,0.0,0.0,18.0,1006.7,Partially cloudy
2019-04-16,30.5,21.0,25.8,32.9,21.0,26.2,58.9,1.2,100.0,12.5,27.7,1010.2,"Rain, Partially cloudy"
2019-04-17,28.8,19.0,23.1,29.5,19.0,23.2,66.0,0.544,100.0,8.33,25.4,1011.0,"Rain, Partially cloudy"
2019-04-18,30.8,18.0,24.6,31.0,18.0,24.7,59.5,0.0,0.0,0.0,11.5,1012.0,Partially cloudy
2019-04-19,32.0,19.0,26.2,31.8,19.0,26.2,51.8,0.0,0.0,0.0,14.4,1009.6,Clear
2019-04-20,34.8,15.9,28.0,34.9,15.9,27.7,47.3,0.0,0.0,0.0,9.4,1007.0,Clear
2019-04-21,37.2,22.3,30.4,37.0,22.3,30.2,39.5,0.0,0.0,0.0,16.3,1005.2,Clear
2019-04-22,38.2,23.8,31.7,38.9,23.8,32.0,41.5,0.0,0.0,0.0,16.4,1005.3,Clear
2019-04-23,40.4,24.4,33.0,41.3,24.4,33.6,40.0,0.0,0.0,0.0,12.9,1006.0,Clear
2019-04-24,41.4,28.8,34.9,46.3,29.5,36.6,38.5,0.0,0.0,0.0,18.3,1007.0,Partially cloudy
2019-04-25,42.2,28.7,34.1,47.7,29.6,37.4,46.1,0.0,0.0,0.0,16.6,1006.9,Partially cloudy
2019-04-26,40.4,26.1,33.5,41.0,26.1,33.5,35.3,0.0,0.0,0.0,20.5,1006.7,Clear
2019-04-27,41.0,27.0,34.6,40.2,26.8,33.8,27.2,0.0,0.0,0.0,25.3,1005.9,Clear
2019-04-28,41.2,26.0,34.4,39.1,26.0,33.0,24.5,0.0,0.0,0.0,18.3,1004.8,Clear
2019-04-29,42.2,25.0,34.4,40.6,25.0,33.4,25.5,0.0,0.0,0.0,15.0,1004.1,Clear
2019-04-30,43.2,25.3,35.4,44.1,25.3,35.0,26.7,0.0,0.0,0.0,13.6,1001.2,Partially cloudy
2019-05-01,41.4,26.0,34.3,42.0,26.0,34.3,32.3,0.0,0.0,0.0,11.2,1000.4,Partially cloudy
2019-05-02,39.7,27.4,32.7,47.2,27.3,33.9,37.8,0.0,0.0,0.0,21.0,1002.5,Partially cloudy
2019-05-03,38.9,24.2,30.6,42.2,24.2,31.5,44.8,4.448,100.0,4.17,47.7,1004.9,"Rain, Partially cloudy"
2019-05-04,39.0,23.8,31.7,38.0,23.8,31.0,36.1,0.0,0.0,0.0,21.6,1006.7,Clear
2019-05-05,39.2,21.6,32.0,39.0,21.6,31.2,28.5,0.0,0.0,0.0,18.0,1007.0,Clear
2019-05-06,41.0,24.5,33.2,40.8,24.5,32.6,29.4,0.0,0.0,0.0,21.0,1004.3,Clear
2019-05-07,41.2,23.8,33.3,43.5,23.8,33.3,31.4,0.0,0.0,0.0,21.0,1002.9,Clear
2019-05-08,41.9,25.8,34.5,45.3,25.8,34.9,31.5,0.0,0.0,0.0,22.7,1003.0,Clear
2019-05-09,41.8,29.0,35.2,46.6,27.7,35.5,29.4,0.0,0.0,0.0,21.6,1002.2,Clear
2019-05-10,41.2,29.9,34.8,44.9,29.2,35.5,32.3,0.1,100.0,4.17,20.5,1003.0,"Rain, Partially cloudy"
2019-05-11,39.2,25.0,33.0,43.4,25.0,34.3,40.1,0.0,0.0,0.0,15.6,1005.4,Partially cloudy
2019-05-12,38.4,27.0,32.7,42.2,27.1,34.1,41.0,0.0,0.0,0.0,19.7,1005.3,Partially cloudy
2019-05-13,40.0,25.0,31.7,46.6,25.0,33.7,46.0,3.896,100.0,8.33,26.1,1003.8,"Rain, Partially cloudy"
2019-05-14,35.1,24.0,30.0,38.5,24.0,31.3,52.5,0.0,0.0,0.0,14.2,1005.0,Partially cloudy
2019-05-15,35.0,23.0,29.2,41.1,23.0,31.2,59.1,1.747,100.0,8.33,17.7,1006.2,"Rain, Partially cloudy"
2019-05-16,36.2,25.2,30.4,40.6,25.2,31.9,54.2,0.0,0.0,0.0,33.2,1006.9,Partially cloudy
2019-05-17,36.8,21.0,28.3,42.1,21.0,29.9,62.3,12.344,100.0,8.33,16.6,1006.4,"Rain, Partially cloudy"
2019-05-18,32.8,21.0,27.0,36.0,21.0,28.1,64.5,0.0,0.0,0.0,20.8,1006.9,Partially cloudy
2019-05-19,37.2,24.3,31.2,36.8,24.3,31.1,44.4,0.0,0.0,0.0,17.2,1006.9,Clear
2019-05-20,40.0,24.8,32.8,39.6,24.8,32.8,37.7,0.0,0.0,0.0,18.5,1007.2,Clear
2019-05-21,41.2,26.5,33.9,42.2,26.5,34.2,35.7,0.0,0.0,0.0,14.3,1005.7,Partially cloudy
2019-05-22,39.0,27.4,33.0,40.6,28.3,34.1,41.0,0.0,0.0,0.0,14.1,1004.2,Partially cloudy
2019-05-23,40.1,25.6,32.1,42.3,25.6,33.5,48.4,4.299,100.0,8.33,27.7,1003.2,"Rain, Partially cloudy"
2019-05-24,33.0,25.3,29.4,36.6,25.3,31.1,59.7,0.0,0.0,0.0,24.1,1005.2,Partially cloudy
2019-05-25,37.0,26.0,31.5,38.1,26.0,32.0,44.9,0.0,0.0,0.0,23.9,1004.7,Clear
2019-05-26,39.2,24.5,33.0,39.1,24.5,32.6,34.1,0.0,0.0,0.0,16.7,1003.1,Clear
2019-05-27,42.2,26.4,34.9,41.2,26.4,34.0,27.6,0.0,0.0,0.0,19.9,1002.8,Clear
2019-05-28,42.3,24.5,35.1,40.1,24.5,33.6,23.4,0.0,0.0,0.0,25.0,1002.5,Clear
2019-05-29,43.2,26.3,36.1,43.6,26.3,35.6,26.6,0.0,0.0,0.0,18.2,1000.8,Clear
2019-05-30,45.0,28.6,37.3,45.0,29.1,36.8,25.9,0.0,0.0,0.0,16.8,999.4,Clear
2019-05-31,45.2,29.6,37.2,45.2,28.8,36.9,24.9,0.0,0.0,0.0,14.8,999.6,Clear
2019-06-01,43.2,29.5,37.3,49.4,30.4,40.3,33.9,0.0,0.0,0.0,14.8,999.7,Clear
2019-06-02,42.4,32.0,36.8,48.9,35.8,42.6,45.5,0.0,0.0,0.0,20.5,999.7,Clear
2019-06-03,40.8,30.9,35.4,48.2,34.4,40.4,47.2,0.0,0.0,0.0,20.5,1000.5,Clear
2019-06-04,41.0,29.9,35.5,49.1,31.9,40.0,45.1,0.0,0.0,0.0,18.4,1000.9,Partially cloudy
2019-06-05,43.0,31.0,36.9,49.6,33.0,41.0,41.1,0.0,0.0,0.0,14.8,1000.4,Partially cloudy
2019-06-06,44.0,30.3,36.7,45.8,32.0,38.2,34.6,0.0,0.0,0.0,18.4,1000.7,Partially cloudy
2019-06-07,40.2,27.3,34.0,45.6,28.6,37.3,46.0,0.0,0.0,0.0,16.6,1003.6,Clear
2019-06-08,43.0,29.7,36.9,48.3,33.7,39.9,39.0,0.0,0.0,0.0,14.4,1001.9,Clear
2019-06-09,45.0,28.9,37.2,45.0,30.3,38.2,31.8,0.0,0.0,0.0,18.0,999.3,Clear
2019-06-10,47.0,29.4,39.0,47.0,31.3,39.3,26.0,0.0,0.0,0.0,15.4,996.7,Clear
2019-06-11,45.0,33.6,38.7,45.0,33.3,38.8,25.2,0.0,0.0,0.0,24.6,996.7,Partially cloudy
2019-06-12,41.2,30.2,35.6,46.6,32.4,38.0,38.6,0.0,0.0,0.0,19.2,999.2,Partially cloudy
2019-06-13,41.4,30.0,36.0,47.1,31.3,39.0,40.4,0.0,0.0,0.0,16.6,999.8,Partially cloudy
2019-06-14,43.4,30.8,36.8,43.4,31.8,37.1,30.4,0.0,0.0,0.0,23.2,998.7,Clear
2019-06-15,43.2,29.5,37.1,43.8,29.5,37.0,26.9,0.0,0.0,0.0,22.0,998.1,Partially cloudy
2019-06-16,36.0,28.0,31.5,39.2,29.8,34.1,53.4,0.23,100.0,4.17,32.2,1000.6,"Rain, Partially cloudy"
2019-06-17,32.6,26.3,30.4,35.7,26.3,32.1,52.5,0.34,100.0,4.17,26.0,1000.1,"Rain, Partially cloudy"
2019-06-18,35.0,22.0,27.8,35.1,22.0,28.6,62.3,7.913,100.0,8.33,23.3,1001.7,"Rain, Partially cloudy"
2019-06-19,37.0,26.0,31.1,39.8,26.0,33.2,56.0,0.0,0.0,0.0,14.8,1000.7,Partially cloudy
2019-06-20,39.0,25.0,32.2,42.3,25.0,34.7,52.8,0.0,0.0,0.0,15.7,1001.7,Clear
2019-06-21,39.2,29.2,34.2,45.4,32.5,38.8,50.2,0.0,0.0,0.0,14.1,1001.7,Partially cloudy
2019-06-22,40.2,28.2,35.0,45.0,30.3,38.5,45.0,0.0,0.0,0.0,16.6,1000.9,Clear
2019-06-23,40.1,29.0,34.7,48.7,32.7,40.8,53.6,0.0,0.0,0.0,18.4,1001.2,Clear
2019-06-24,35.2,28.0,31.1,44.6,31.2,37.0,66.4,0.0,0.0,0.0,17.7,1003.2,Partially cloudy
2019-06-25,38.8,28.9,33.3,47.9,32.7,39.9,60.0,0.0,0.0,0.0,13.0,1002.2,Partially cloudy
2019-06-26,41.2,30.8,35.9,48.8,34.5,42.0,48.7,0.0,0.0,0.0,18.3,999.5,Partially cloudy
2019-06-27,39.0,30.1,35.0,45.4,33.7,39.1,46.5,0.0,0.0,0.0,15.4,997.6,Partially cloudy
2019-06-28,41.4,28.6,35.2,45.9,31.2,38.5,43.4,0.0,0.0,0.0,19.0,996.6,Partially cloudy
2019-06-29,42.2,31.3,37.4,48.7,32.4,40.7,36.6,0.0,0.0,0.0,22.0,995.7,Partially cloudy
2019-06-30,42.3,32.1,37.5,48.7,34.7,41.6,38.5,0.0,0.0,0.0,21.0,996.0,Partially cloudy
2019-07-01,41.2,31.6,36.2,49.1,33.6,40.7,42.6,0.0,0.0,0.0,14.8,997.4,Partially cloudy
2019-07-02,41.0,31.3,35.4,53.0,32.9,41.7,48.4,0.0,0.0,0.0,14.8,998.5,Partially cloudy
2019-07-03,38.5,30.7,34.8,49.1,36.5,41.6,54.1,0.0,0.0,0.0,20.5,999.2,Partially cloudy
2019-07-04,37.0,27.0,31.7,45.8,31.2,38.4,69.6,1.236,100.0,8.33,18.4,998.2,"Rain, Partially cloudy"
2019-07-05,34.0,28.0,29.8,43.5,33.5,36.5,78.6,21.565,100.0,8.33,24.1,996.5,"Rain, Partially cloudy"
2019-07-06,36.5,27.5,31.9,46.2,31.7,38.8,68.6,0.0,0.0,0.0,11.3,995.1,Partially cloudy
2019-07-07,35.8,28.4,31.8,46.9,33.6,39.1,68.4,0.0,0.0,0.0,18.4,995.9,Partially cloudy
2019-07-08,36.0,29.0,32.7,49.0,33.6,40.7,66.9,0.1,100.0,4.17,14.8,996.1,"Rain, Partially cloudy"
2019-07-09,34.0,29.0,31.2,43.0,32.7,38.3,70.1,0.34,100.0,4.17,15.1,996.0,"Rain, Partially cloudy"
2019-07-10,37.2,29.1,33.6,47.0,35.6,41.4,63.2,0.0,0.0,0.0,17.3,995.0,Partially cloudy
2019-07-11,39.0,32.0,35.1,49.6,34.9,42.3,53.4,0.0,0.0,0.0,22.7,995.4,Partially cloudy
2019-07-12,38.1,31.5,34.7,46.7,36.8,41.9,55.7,0.0,0.0,0.0,19.9,997.8,Partially cloudy
2019-07-13,39.2,32.0,35.2,47.6,35.8,41.6,51.4,0.0,0.0,0.0,23.3,998.4,Partially cloudy
2019-07-14,37.4,30.8,34.0,48.6,34.1,40.8,56.2,0.0,0.0,0.0,18.4,997.4,Partially cloudy
2019-07-15,34.4,23.8,28.7,43.2,23.8,32.6,77.0,28.552,100.0,4.17,29.4,997.4,"Rain, Partially cloudy"
2019-07-16,36.0,25.7,28.8,41.8,25.7,33.3,78.6,2.642,100.0,8.33,14.8,1000.7,"Rain, Partially cloudy"
2019-07-17,31.8,24.0,27.5,36.8,24.0,30.2,85.0,19.911,100.0,12.5,14.8,1001.8,"Rain, Partially cloudy"
2019-07-18,30.0,23.0,26.9,36.0,23.0,29.3,86.5,21.709,100.0,16.67,11.2,1001.8,"Rain, Partially cloudy"
2019-07-19,36.0,26.2,31.0,43.7,26.2,36.9,70.6,0.0,0.0,0.0,9.6,1001.5,Partially cloudy
2019-07-20,35.7,26.0,30.1,44.5,26.0,36.9,79.9,9.747,100.0,4.17,26.0,1002.4,"Rain, Partially cloudy"
2019-07-21,36.2,25.8,29.8,46.0,25.8,36.0,82.8,42.876,100.0,4.17,14.8,1001.9,"Rain, Partially cloudy"
2019-07-22,35.8,27.2,30.7,49.6,32.3,39.5,82.0,3.403,100.0,4.17,19.1,1000.7,"Rain, Partially cloudy"
2019-07-23,37.2,29.4,33.3,50.1,36.2,43.8,70.2,0.0,0.0,0.0,16.7,999.3,Partially cloudy
2019-07-24,38.2,27.9,32.7,49.9,32.3,42.6,71.9,17.863,100.0,8.33,24.1,997.9,"Rain, Partially cloudy"
2019-07-25,29.8,27.0,28.3,35.9,30.6,33.4,83.6,0.515,100.0,8.33,14.6,1000.0,"Rain, Partially cloudy"
2019-07-26,31.6,26.8,28.1,41.2,30.6,33.4,88.5,10.149,100.0,12.5,14.8,998.1,"Rain, Partially cloudy"
2019-07-27,31.8,26.0,28.1,40.7,26.0,33.4,90.4,3.046,100.0,12.5,16.6,997.9,"Rain, Partially cloudy"
2019-07-28,33.7,26.8,29.3,44.5,30.3,36.3,84.5,5.403,100.0,4.17,16.6,999.7,"Rain, Partially cloudy"
2019-07-29,35.6,28.0,30.9,47.3,33.5,39.1,76.8,0.0,0.0,0.0,16.6,1001.2,Partially cloudy
2019-07-30,34.6,28.0,30.7,45.1,32.7,38.4,75.8,0.0,0.0,0.0,14.8,1001.0,Partially cloudy
2019-07-31,33.9,28.0,30.8,44.5,33.4,38.6,76.9,5.2,100.0,16.67,20.5,1000.0,"Rain, Partially cloudy"
2019-08-01,35.9,28.8,31.9,48.9,35.0,40.8,73.2,0.0,0.0,0.0,12.6,999.6,Partially cloudy
2019-08-02,34.6,28.0,30.1,45.5,33.9,37.8,80.0,1.494,100.0,4.17,13.8,998.8,"Rain, Partially cloudy"
2019-08-03,32.4,28.0,29.2,42.9,33.5,36.5,85.1,2.282,100.0,8.33,11.5,998.8,"Rain, Partially cloudy"
2019-08-04,35.2,27.9,30.0,45.9,33.5,38.8,85.3,3.966,100.0,4.17,10.8,997.7,"Rain, Partially cloudy"
2019-08-05,36.4,28.0,30.9,46.7,34.5,40.8,82.9,0.415,100.0,4.17,11.2,996.1,"Rain, Partially cloudy"
2019-08-06,30.0,24.4,27.8,42.2,24.4,33.8,94.2,35.527,100.0,12.5,16.6,996.6,"Rain, Partially cloudy"
