datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,precipcover,windspeed,pressure,conditions
2022-08-12,36.0,27.3,31.2,43.8,31.3,37.6,71.1,0.0,0.0,0.0,20.5,999.8,Partially cloudy
2022-08-13,34.1,28.0,30.9,43.9,32.7,37.9,73.4,0.0,0.0,0.0,16.6,999.5,Partially cloudy
2022-08-14,32.5,27.0,28.9,41.9,31.2,35.6,86.6,5.747,100.0,8.33,11.2,1002.1,"Rain, Partially cloudy"
2022-08-15,34.0,27.0,29.3,44.2,31.1,35.1,81.3,0.0,0.0,0.0,18.4,1003.4,Partially cloudy
2022-08-16,32.4,27.7,29.1,39.2,31.9,34.4,78.7,2.448,100.0,8.33,37.1,1001.6,"Rain, Partially cloudy"
2022-08-17,33.3,26.0,29.2,40.9,26.0,33.8,76.8,0.0,0.0,0.0,22.3,1002.9,Partially cloudy
2022-08-18,34.5,26.9,30.3,47.2,30.6,36.6,76.1,0.0,0.0,0.0,11.9,1002.1,Partially cloudy
2022-08-19,34.7,28.0,31.1,44.6,33.5,37.7,71.6,0.0,0.0,0.0,17.4,1002.0,Partially cloudy
2022-08-20,32.0,27.0,29.6,39.1,31.2,36.5,80.8,6.851,100.0,4.17,13.0,1003.5,"Rain, Partially cloudy"
2022-08-21,35.0,27.9,30.9,44.1,33.8,38.5,76.7,1.344,100.0,4.17,11.2,1001.5,"Rain, Partially cloudy"
2022-08-22,35.2,28.9,31.5,45.1,36.5,39.9,74.3,0.0,0.0,0.0,22.3,999.7,Partially cloudy
2022-08-23,33.6,28.0,30.7,40.8,32.7,36.8,71.4,0.0,0.0,0.0,27.7,1001.0,Partially cloudy
2022-08-24,33.0,27.0,29.1,39.2,30.6,34.7,80.9,5.104,100.0,4.17,16.6,1005.2,"Rain, Partially cloudy"
2022-08-25,34.0,26.0,30.1,39.9,26.0,34.9,72.3,0.0,0.0,0.0,11.2,1004.7,Partially cloudy
2022-08-26,35.0,27.0,30.7,41.9,30.6,36.7,73.0,0.0,0.0,0.0,14.8,1004.0,Partially cloudy
2022-08-27,35.0,27.0,30.7,42.0,30.6,36.1,70.2,0.17,100.0,4.17,20.1,1003.1,"Rain, Partially cloudy"
2022-08-28,34.2,27.0,30.6,39.7,29.6,34.7,65.9,0.0,0.0,0.0,17.9,1003.7,Partially cloudy
2022-08-29,34.8,26.0,30.3,41.3,26.0,34.2,66.9,0.851,100.0,4.17,18.4,1007.5,"Rain, Partially cloudy"
2022-08-30,35.0,26.7,30.2,44.9,30.3,36.8,77.4,1.514,100.0,8.33,16.6,1007.9,"Rain, Partially cloudy"
2022-08-31,37.0,27.0,31.5,43.8,30.6,37.0,66.9,0.0,0.0,0.0,14.8,1005.3,Partially cloudy
2022-09-01,36.5,28.0,32.1,43.2,33.5,38.3,66.3,0.0,0.0,0.0,11.2,1005.0,Partially cloudy
2022-09-02,35.3,28.0,32.1,43.3,32.7,37.5,62.9,7.656,100.0,4.17,13.0,1006.4,"Rain, Partially cloudy"
2022-09-03,36.0,28.0,32.2,41.7,30.2,36.5,58.2,0.0,0.0,0.0,22.3,1004.0,Partially cloudy
2022-09-04,37.0,28.0,32.3,42.1,30.6,36.4,56.6,0.0,0.0,0.0,16.2,1002.7,Partially cloudy
2022-09-05,37.0,27.0,31.9,40.9,29.6,35.9,58.7,0.0,0.0,0.0,13.2,1004.6,Partially cloudy
2022-09-06,36.0,28.0,31.7,40.6,30.6,35.7,59.4,0.0,0.0,0.0,14.8,1005.9,Partially cloudy
2022-09-07,36.5,27.6,32.1,41.5,31.7,36.4,59.3,0.0,0.0,0.0,11.2,1007.4,Partially cloudy
2022-09-08,36.2,28.3,32.2,42.7,32.5,37.5,61.8,0.0,0.0,0.0,9.4,1008.3,Partially cloudy
2022-09-09,37.0,27.9,32.2,43.6,32.4,38.3,64.8,0.0,0.0,0.0,16.6,1007.5,Partially cloudy
2022-09-10,35.3,29.0,31.6,45.1,34.5,39.3,71.9,0.0,0.0,0.0,14.8,1006.6,Partially cloudy
2022-09-11,36.0,28.2,32.2,42.8,32.7,37.7,61.3,0.0,0.0,0.0,13.0,1004.2,Partially cloudy
2022-09-12,36.5,28.0,31.8,43.5,31.9,36.9,62.8,0.0,0.0,0.0,18.4,1003.1,Partially cloudy
2022-09-13,34.0,25.0,30.0,40.6,25.0,33.8,70.4,8.552,100.0,4.17,18.4,1003.7,"Rain, Partially cloudy"
2022-09-14,32.0,26.0,28.5,38.3,26.0,32.6,78.6,9.403,100.0,8.33,20.9,1004.3,"Rain, Partially cloudy"
2022-09-17,33.2,24.0,28.5,42.1,24.0,32.3,82.2,0.0,0.0,0.0,11.2,1002.5,Partially cloudy
2022-09-18,35.0,25.3,29.5,40.0,25.3,32.9,73.6,0.0,0.0,0.0,9.4,1005.6,Partially cloudy
2022-09-19,33.0,26.5,29.3,41.4,26.5,34.1,77.3,5.104,100.0,4.17,13.0,1005.9,"Rain, Partially cloudy"
2022-09-20,33.5,26.1,28.8,40.4,26.1,33.1,77.1,0.17,100.0,4.17,11.2,1005.8,"Rain, Partially cloudy"
2022-09-21,32.3,25.3,27.1,40.6,25.3,29.2,87.1,3.448,100.0,4.17,16.6,1005.7,"Rain, Partially cloudy"
2022-09-22,27.7,24.6,25.4,32.4,24.6,25.9,95.9,49.664,100.0,16.67,16.6,1005.2,"Rain, Overcast"
2022-09-23,27.0,24.0,25.0,31.8,24.0,25.5,98.2,47.403,100.0,20.83,13.0,1003.8,"Rain, Overcast"
2022-09-24,27.0,24.4,25.3,31.8,24.4,25.5,97.2,19.896,100.0,20.83,20.5,1002.1,"Rain, Overcast"
2022-09-25,30.0,24.7,27.0,35.2,24.7,29.3,84.8,0.0,0.0,0.0,11.2,1005.1,Partially cloudy
2022-09-26,32.3,24.7,28.1,38.8,24.7,31.3,82.4,0.0,0.0,0.0,13.0,1008.7,Partially cloudy
2022-09-27,33.0,24.4,28.6,37.7,24.4,31.2,76.5,0.0,0.0,0.0,11.2,1007.7,Partially cloudy
2022-09-28,34.0,25.0,29.2,38.0,25.0,32.0,71.1,0.0,0.0,0.0,13.0,1006.5,Clear
2022-09-29,33.3,25.0,28.8,37.2,25.0,31.6,71.6,0.0,0.0,0.0,14.8,1006.3,Clear
2022-09-30,33.6,25.0,28.9,39.3,25.0,31.9,73.5,0.0,0.0,0.0,13.0,1006.7,Partially cloudy
2022-10-01,33.2,25.0,29.1,37.0,25.0,31.5,72.0,0.0,0.0,0.0,13.0,1005.8,Clear
2022-10-02,34.8,24.8,29.5,37.2,24.8,31.3,64.1,0.0,0.0,0.0,16.6,1006.1,Clear
2022-10-03,34.1,24.0,29.0,35.8,24.0,30.2,59.4,0.0,0.0,0.0,24.4,1007.1,Clear
2022-10-04,33.8,24.0,29.1,38.2,24.0,31.2,63.3,0.0,0.0,0.0,11.2,1008.6,Partially cloudy
2022-10-05,33.5,25.6,28.7,39.1,25.6,31.5,69.7,0.0,0.0,0.0,9.4,1007.9,Partially cloudy
2022-10-06,29.9,24.0,26.0,33.8,24.0,26.9,78.3,0.0,0.0,0.0,16.6,1009.2,Partially cloudy
2022-10-07,26.2,22.9,23.9,26.2,22.9,23.9,87.3,0.3,100.0,8.33,16.9,1009.9,"Rain, Overcast"
2022-10-08,24.1,21.0,22.5,24.1,21.0,22.5,96.9,73.499,100.0,25.0,18.4,1010.5,"Rain, Overcast"
2022-10-09,24.0,21.0,22.0,24.0,21.0,22.0,99.0,29.609,100.0,25.0,18.4,1010.1,"Rain, Overcast"
2022-10-10,24.0,20.4,22.0,24.0,20.4,22.0,97.2,9.603,100.0,20.83,14.8,1011.7,"Rain, Overcast"
2022-10-11,29.0,21.5,24.8,33.6,21.5,25.7,87.1,6.124,100.0,8.33,9.4,1009.9,"Rain, Partially cloudy"
2022-10-12,30.0,21.0,25.3,31.9,21.0,26.0,81.7,0.0,0.0,0.0,9.4,1011.2,Partially cloudy
2022-10-13,31.5,20.4,25.4,31.7,20.4,25.7,72.7,0.0,0.0,0.0,17.6,1012.3,Clear
2022-10-14,30.8,21.0,25.5,32.0,21.0,25.8,71.6,0.0,0.0,0.0,13.0,1012.1,Clear
2022-10-15,32.0,21.0,25.8,32.0,21.0,26.1,69.8,0.0,0.0,0.0,13.0,1011.4,Clear
2022-10-16,32.0,20.9,26.2,32.4,20.9,26.5,61.0,0.0,0.0,0.0,7.6,1013.4,Clear
2022-10-17,31.6,21.7,26.5,31.9,21.7,26.5,56.0,0.0,0.0,0.0,10.2,1013.5,Clear
2022-10-18,33.0,20.0,26.0,31.7,20.0,25.8,55.6,0.0,0.0,0.0,7.6,1012.1,Clear
2022-10-19,33.0,19.7,26.5,32.5,19.7,26.3,50.8,0.0,0.0,0.0,9.4,1011.7,Clear
2022-10-20,33.3,19.4,26.2,33.4,19.4,26.0,54.1,0.0,0.0,0.0,7.6,1013.4,Clear
2022-10-21,32.4,20.0,26.2,31.4,20.0,25.9,55.3,0.0,0.0,0.0,7.6,1015.7,Partially cloudy
2022-10-22,31.0,20.0,25.2,30.7,20.0,25.0,56.8,0.0,0.0,0.0,13.0,1016.9,Clear
2022-10-23,31.0,17.4,23.9,30.0,17.4,23.7,55.0,0.0,0.0,0.0,9.4,1015.8,Clear
2022-10-24,31.0,17.8,23.6,29.8,17.8,23.4,60.1,0.0,0.0,0.0,11.2,1011.1,Clear
2022-10-25,30.0,17.3,23.8,28.9,17.3,23.6,53.7,0.0,0.0,0.0,16.6,1009.4,Clear
2022-10-26,31.2,17.5,24.1,30.6,17.5,23.9,60.9,0.0,0.0,0.0,7.6,1013.1,Clear
2022-10-27,31.0,17.8,24.3,30.2,17.8,24.1,59.7,0.0,0.0,0.0,9.4,1013.2,Clear
2022-10-28,30.0,17.7,24.0,30.4,17.7,24.0,64.5,0.0,0.0,0.0,5.4,1013.3,Clear
2022-10-29,30.5,18.3,23.8,30.0,18.3,23.8,68.2,0.0,0.0,0.0,9.2,1014.4,Clear
2022-10-30,30.0,17.8,23.3,30.0,17.8,23.3,62.0,0.0,0.0,0.0,9.4,1014.6,Clear
2022-10-31,30.0,17.7,23.4,30.0,17.7,23.4,66.0,0.0,0.0,0.0,6.4,1014.3,Clear
2022-11-01,32.0,18.1,24.6,31.7,18.1,24.5,62.6,0.0,0.0,0.0,7.6,1014.3,Clear
2022-11-02,30.1,18.5,24.0,30.4,18.5,24.0,64.6,0.0,0.0,0.0,18.4,1012.6,Clear
2022-11-03,31.0,17.8,23.9,30.7,17.8,24.0,65.1,0.0,0.0,0.0,9.4,1012.2,Clear
2022-11-04,31.0,19.1,24.4,31.5,19.1,24.6,66.9,0.0,0.0,0.0,7.6,1013.4,Clear
2022-11-05,29.7,19.0,24.0,32.0,19.0,24.5,78.3,0.0,0.0,0.0,13.0,1015.4,Clear
2022-11-06,30.8,19.8,24.8,32.6,19.8,25.2,72.3,0.0,0.0,0.0,13.0,1015.7,Clear
2022-11-07,32.0,19.8,25.0,31.6,19.8,24.9,64.1,0.0,0.0,0.0,9.4,1014.6,Clear
2022-11-08,28.0,19.5,23.7,28.3,19.5,23.8,69.5,0.0,0.0,0.0,13.0,1015.7,Partially cloudy
2022-11-09,29.3,19.0,23.4,29.2,19.0,23.3,60.6,0.0,0.0,0.0,7.6,1015.8,Partially cloudy
2022-11-10,28.6,18.8,23.5,29.0,18.8,23.5,64.6,0.0,0.0,0.0,13.0,1016.8,Partially cloudy
2022-11-11,27.7,17.0,21.8,27.2,17.0,21.8,61.9,0.0,0.0,0.0,20.5,1017.2,Clear
2022-11-12,27.2,15.7,21.0,26.8,15.7,20.9,53.4,0.0,0.0,0.0,16.6,1016.6,Clear
2022-11-13,27.1,14.7,20.5,26.7,14.7,20.5,56.7,0.0,0.0,0.0,16.6,1015.2,Clear
2022-11-14,29.7,15.9,22.6,28.7,15.9,22.4,55.4,0.0,0.0,0.0,11.2,1015.8,Partially cloudy
2022-11-15,28.5,17.9,22.0,27.9,17.9,22.0,56.5,0.0,0.0,0.0,9.4,1015.6,Partially cloudy
2022-11-16,26.5,15.7,20.6,26.5,15.7,20.6,52.9,0.0,0.0,0.0,16.6,1014.8,Clear
2022-11-17,24.8,14.0,18.7,24.8,14.0,18.7,57.4,0.0,0.0,0.0,18.4,1014.7,Clear
2022-11-18,25.2,12.4,18.6,25.2,12.4,18.6,54.3,0.0,0.0,0.0,14.8,1016.0,Clear
2022-11-19,25.8,12.5,18.7,25.8,12.5,18.7,54.7,0.0,0.0,0.0,9.4,1016.6,Partially cloudy
2022-11-20,25.8,12.4,18.7,25.8,12.4,18.7,55.7,0.0,0.0,0.0,11.2,1015.1,Clear
2022-11-21,26.0,12.3,18.6,26.0,12.3,18.6,58.5,0.0,0.0,0.0,14.8,1014.1,Clear
2022-11-22,25.7,13.0,18.6,25.7,13.0,18.6,54.4,0.0,0.0,0.0,14.8,1014.1,Clear
2022-11-23,26.1,11.7,18.5,26.1,11.7,18.5,49.6,0.0,0.0,0.0,18.4,1014.4,Clear
2022-11-24,26.3,11.0,18.3,26.3,11.0,18.3,51.3,0.0,0.0,0.0,11.2,1014.3,Clear
2022-11-25,26.5,10.9,18.3,26.5,10.9,18.3,54.6,0.0,0.0,0.0,11.2,1016.6,Clear
2022-11-26,27.5,10.5,18.2,26.2,10.5,18.1,56.4,0.0,0.0,0.0,13.0,1013.6,Clear
2022-11-27,26.4,11.1,17.6,26.4,11.1,17.6,61.6,0.0,0.0,0.0,7.6,1011.7,Clear
2022-11-28,25.5,10.7,17.8,25.5,10.7,17.8,61.5,0.0,0.0,0.0,6.9,1013.1,Clear
2022-11-29,25.0,10.2,17.5,25.0,10.2,17.5,65.3,0.0,0.0,0.0,5.4,1015.3,Clear
2022-11-30,25.2,11.6,17.5,25.2,11.6,17.5,65.9,0.0,0.0,0.0,11.2,1016.5,Clear
2022-12-01,24.7,10.9,17.4,24.7,10.9,17.4,69.0,0.0,0.0,0.0,13.0,1015.4,Clear
2022-12-02,25.8,10.9,17.8,25.8,10.9,17.8,65.4,0.0,0.0,0.0,6.9,1014.3,Partially cloudy
2022-12-03,25.1,11.1,17.7,25.1,11.1,17.7,70.0,0.0,0.0,0.0,5.4,1015.1,Clear
2022-12-04,24.4,11.9,17.5,24.4,11.9,17.5,74.1,14.935,100.0,4.17,9.4,1015.7,Rain
2022-12-05,24.4,10.8,16.7,24.4,10.8,16.7,69.3,0.0,0.0,0.0,10.4,1017.3,Clear
2022-12-06,23.0,10.5,16.0,23.0,10.5,16.0,70.7,0.0,0.0,0.0,15.0,1016.2,Clear
2022-12-07,23.7,10.9,16.2,23.7,10.9,16.2,67.3,0.0,0.0,0.0,18.4,1015.3,Clear
2022-12-08,24.0,10.9,17.1,24.0,10.9,17.1,62.6,0.0,0.0,0.0,16.6,1016.0,Clear
2022-12-09,25.6,10.8,17.6,25.6,10.8,17.6,62.2,0.0,0.0,0.0,14.8,1014.9,Clear
2022-12-10,26.1,10.9,17.6,26.1,10.9,17.6,69.3,0.0,0.0,0.0,11.2,1015.2,Clear
2022-12-11,26.5,11.2,18.0,26.5,11.2,18.0,67.0,0.0,0.0,0.0,11.2,1015.6,Clear
2022-12-12,25.7,10.8,17.6,25.7,10.8,17.6,61.0,0.0,0.0,0.0,13.0,1014.8,Clear
2022-12-13,25.5,10.5,17.7,25.5,10.5,17.7,55.3,0.0,0.0,0.0,18.4,1016.1,Clear
2022-12-14,23.5,11.0,16.6,23.5,11.0,16.6,57.3,0.0,0.0,0.0,16.6,1016.0,Clear
2022-12-15,22.6,8.9,15.0,22.6,8.7,15.0,56.4,0.0,0.0,0.0,13.0,1014.9,Clear
2022-12-16,22.6,10.0,15.1,22.6,10.0,15.1,58.5,0.0,0.0,0.0,11.2,1014.0,Clear
2022-12-17,23.0,8.9,15.2,23.0,8.9,15.2,61.7,0.0,0.0,0.0,11.2,1015.7,Clear
2022-12-18,23.0,8.9,15.1,23.0,8.9,15.1,71.7,0.0,0.0,0.0,11.2,1016.0,Clear
2022-12-19,21.9,8.9,14.7,21.9,8.5,14.6,74.7,0.0,0.0,0.0,7.6,1014.7,Clear
2022-12-20,22.1,8.0,13.7,22.1,6.8,13.6,79.0,0.0,0.0,0.0,10.6,1014.0,Partially cloudy
2022-12-21,19.7,9.0,13.6,19.7,9.0,13.6,81.3,0.0,0.0,0.0,9.4,1015.3,Clear
2022-12-22,19.1,8.0,12.4,19.1,6.8,12.2,84.2,0.0,0.0,0.0,9.4,1015.2,Partially cloudy
2022-12-23,19.1,8.0,12.6,19.1,7.4,12.5,80.5,0.0,0.0,0.0,9.4,1014.3,Partially cloudy
2022-12-24,18.6,7.0,11.8,18.6,5.6,11.5,80.9,0.0,0.0,0.0,13.0,1015.9,Clear
2022-12-25,15.1,6.0,10.0,15.1,3.6,9.1,90.1,94.507,100.0,4.17,16.6,1016.7,Rain
2022-12-26,13.0,7.0,9.0,13.0,5.2,8.4,95.6,0.0,0.0,0.0,9.4,1018.6,Partially cloudy
2022-12-27,16.3,7.0,10.3,16.3,4.8,9.7,88.7,0.0,0.0,0.0,14.2,1018.2,Partially cloudy
2022-12-28,21.4,7.0,13.2,21.4,5.6,12.8,74.1,0.0,0.0,0.0,19.4,1017.5,Clear
2022-12-29,22.9,9.7,14.9,22.9,9.7,14.9,68.8,0.0,0.0,0.0,11.2,1018.3,Partially cloudy
2022-12-30,21.9,12.0,15.6,21.9,12.0,15.6,75.2,0.0,0.0,0.0,13.0,1018.7,Partially cloudy
2022-12-31,18.5,9.8,13.9,18.5,9.8,13.9,84.9,0.0,0.0,0.0,18.4,1019.7,Clear
2023-01-01,20.1,7.9,13.4,20.1,7.9,13.3,79.8,0.0,0.0,0.0,9.4,1020.6,Partially cloudy
2023-01-02,17.0,9.0,12.4,17.0,8.5,12.4,87.9,0.0,0.0,0.0,9.4,1021.4,Clear
2023-01-03,15.3,7.9,11.2,15.3,7.9,11.0,85.6,0.0,0.0,0.0,9.4,1022.2,Partially cloudy
2023-01-04,15.0,6.9,9.6,15.0,4.8,9.0,90.1,0.0,0.0,0.0,11.2,1022.2,Clear
2023-01-05,17.0,5.8,9.7,17.0,5.6,9.4,83.0,0.0,0.0,0.0,8.7,1023.7,Partially cloudy
2023-01-06,14.7,6.1,9.1,14.7,6.1,8.9,87.7,0.0,0.0,0.0,11.2,1024.2,Partially cloudy
2023-01-07,14.2,5.0,8.3,14.2,2.4,7.8,89.2,0.0,0.0,0.0,11.2,1022.1,Partially cloudy
2023-01-08,16.8,4.0,9.6,16.8,2.8,9.0,85.3,0.0,0.0,0.0,9.4,1019.5,Partially cloudy
2023-01-09,17.7,6.5,11.0,17.7,6.5,11.0,91.8,0.0,0.0,0.0,7.6,1020.2,Partially cloudy
2023-01-10,17.0,7.0,11.1,17.0,5.6,10.7,88.6,0.0,0.0,0.0,11.8,1019.3,Partially cloudy
2023-01-11,19.0,6.7,11.9,19.0,6.4,11.6,87.6,0.0,0.0,0.0,18.4,1014.8,Partially cloudy
2023-01-12,20.7,10.0,14.4,20.7,9.1,14.3,87.0,84.214,100.0,4.17,14.8,1012.2,"Rain, Partially cloudy"
2023-01-13,21.0,12.0,15.1,21.0,12.0,15.1,90.5,0.0,0.0,0.0,13.0,1013.3,Partially cloudy
2023-01-14,17.7,10.0,13.0,17.7,8.7,12.9,82.0,0.0,0.0,0.0,18.4,1016.5,Partially cloudy
2023-01-15,16.4,5.0,10.5,16.4,3.3,10.0,59.6,0.0,0.0,0.0,21.1,1015.5,Clear
2023-01-16,17.6,4.8,10.6,17.6,3.3,10.4,61.2,0.0,0.0,0.0,13.0,1016.8,Clear
2023-01-17,18.7,4.9,11.3,18.7,3.9,11.0,55.1,0.0,0.0,0.0,14.8,1017.4,Clear
2023-01-18,18.4,5.6,11.0,18.4,5.6,11.0,60.1,0.0,0.0,0.0,11.2,1019.3,Clear
2023-01-19,21.1,7.1,14.3,21.1,7.1,14.3,54.4,0.0,0.0,0.0,7.6,1019.0,Partially cloudy
2023-01-20,22.6,11.0,16.2,22.6,11.0,16.2,62.1,0.0,0.0,0.0,13.0,1017.3,Partially cloudy
2023-01-21,22.4,9.3,15.1,22.4,9.3,15.1,80.0,0.0,0.0,0.0,7.6,1016.8,Clear
2023-01-22,23.0,10.0,15.6,23.0,10.0,15.6,72.4,0.0,0.0,0.0,9.4,1016.0,Partially cloudy
2023-01-23,24.8,10.0,16.6,24.8,10.0,16.6,68.2,0.0,0.0,0.0,11.2,1015.3,Partially cloudy
2023-01-24,20.6,13.8,17.1,20.6,13.8,17.1,81.5,0.0,0.0,0.0,16.6,1014.1,Partially cloudy
2023-01-25,18.6,12.4,15.5,18.6,12.4,15.5,91.8,0.0,0.0,0.0,11.2,1015.9,Partially cloudy
2023-01-26,16.2,12.0,14.2,16.2,12.0,14.2,94.1,0.0,0.0,0.0,14.8,1018.5,Partially cloudy
2023-01-27,19.8,7.0,12.9,19.8,5.6,12.7,65.8,0.0,0.0,0.0,16.6,1018.3,Clear
2023-01-28,22.6,5.0,13.5,22.6,2.1,12.9,68.6,0.0,0.0,0.0,13.0,1015.2,Clear
2023-01-29,17.0,9.4,13.0,17.0,9.4,13.0,91.8,6.597,100.0,8.33,14.8,1014.9,"Rain, Partially cloudy"
2023-01-30,18.6,12.0,14.5,18.6,12.0,14.5,93.5,14.299,100.0,12.5,27.7,1018.2,"Rain, Partially cloudy"
2023-01-31,19.4,12.0,14.7,19.4,12.0,14.7,92.9,0.0,0.0,0.0,19.7,1018.9,Partially cloudy
2023-02-01,20.0,10.0,14.2,20.0,7.9,14.0,82.0,0.0,0.0,0.0,18.4,1017.8,Partially cloudy
2023-02-02,23.6,9.0,15.8,23.6,7.9,15.7,68.0,0.0,0.0,0.0,18.4,1016.5,Clear
2023-02-03,23.3,9.0,16.2,23.3,8.5,16.2,68.8,0.0,0.0,0.0,14.8,1016.4,Clear
2023-02-04,24.7,11.5,17.2,24.7,11.5,17.2,65.8,0.0,0.0,0.0,18.4,1014.0,Clear
2023-02-05,25.0,12.0,17.5,25.0,12.0,17.5,67.1,0.0,0.0,0.0,14.8,1012.7,Clear
2023-02-06,27.8,11.3,19.7,27.4,11.3,19.6,65.2,0.0,0.0,0.0,9.6,1011.8,Clear
2023-02-07,24.8,13.0,18.4,24.8,13.0,18.4,70.0,0.0,0.0,0.0,17.3,1011.7,Clear
2023-02-08,24.0,11.0,16.9,24.0,11.0,16.9,60.1,0.0,0.0,0.0,17.3,1014.1,Clear
2023-02-09,28.2,11.0,19.3,27.2,11.0,19.2,60.8,0.0,0.0,0.0,11.2,1012.6,Clear
2023-02-10,28.8,14.0,21.2,28.2,14.0,21.0,61.0,0.0,0.0,0.0,9.6,1011.3,Clear
2023-02-11,26.8,15.6,20.1,26.9,15.6,20.1,74.9,0.0,0.0,0.0,17.3,1013.6,Clear
2023-02-12,23.0,12.0,17.3,23.0,12.0,17.3,49.7,0.0,0.0,0.0,23.8,1017.9,Clear
2023-02-13,22.1,9.0,15.5,22.1,6.5,15.1,41.8,0.0,0.0,0.0,29.7,1016.1,Clear
2023-02-14,25.2,10.5,17.2,25.2,10.5,17.2,43.2,0.0,0.0,0.0,18.4,1015.9,Clear
2023-02-15,27.0,11.0,18.6,26.4,11.0,18.5,52.7,0.0,0.0,0.0,16.6,1013.4,Clear
2023-02-16,27.4,12.8,19.8,27.5,12.8,19.8,67.8,0.0,0.0,0.0,7.6,1014.9,Clear
2023-02-17,28.3,15.3,21.1,28.2,15.3,21.1,72.5,0.0,0.0,0.0,10.1,1016.0,Partially cloudy
2023-02-18,28.8,14.3,21.0,28.5,14.3,20.9,70.9,0.0,0.0,0.0,11.2,1015.4,Partially cloudy
2023-02-19,29.9,14.4,21.7,29.5,14.4,21.6,69.3,0.0,0.0,0.0,9.0,1014.3,Partially cloudy
2023-02-20,32.0,15.7,23.3,31.2,15.7,23.1,63.3,0.0,0.0,0.0,13.0,1011.3,Partially cloudy
2023-02-21,30.5,17.0,22.8,30.4,17.0,22.8,67.4,0.0,0.0,0.0,13.0,1010.7,Clear
2023-02-22,27.2,16.0,21.3,27.9,16.0,21.3,71.5,0.0,0.0,0.0,10.1,1012.8,Partially cloudy
2023-02-23,28.5,15.0,21.0,27.2,15.0,20.8,60.9,0.0,0.0,0.0,16.6,1013.0,Clear
2023-02-24,29.3,13.3,20.7,27.8,13.3,20.5,58.3,0.0,0.0,0.0,13.7,1014.8,Partially cloudy
2023-02-25,29.7,14.3,21.7,28.7,14.3,21.5,61.2,0.0,0.0,0.0,9.4,1016.6,Clear
2023-02-26,31.2,15.4,23.3,30.0,15.4,23.0,56.3,0.0,0.0,0.0,9.4,1017.9,Clear
2023-02-27,31.5,16.7,23.5,30.0,16.7,23.2,57.0,0.0,0.0,0.0,11.2,1017.6,Clear
2023-02-28,30.0,16.0,22.8,28.6,16.0,22.5,55.1,0.0,0.0,0.0,18.4,1017.7,Partially cloudy
2023-03-01,29.0,19.0,23.3,28.8,19.0,23.1,46.8,0.06,100.0,8.33,14.8,1019.0,"Rain, Partially cloudy"
2023-03-02,30.5,16.7,23.5,29.4,16.7,23.2,56.6,0.0,0.0,0.0,13.0,1019.1,Clear
2023-03-03,31.0,17.0,23.6,29.7,17.0,23.3,59.3,0.0,0.0,0.0,14.2,1019.5,Clear
2023-03-04,26.0,18.6,22.3,26.0,18.6,22.3,57.3,0.0,0.0,0.0,17.4,1019.8,Partially cloudy
2023-03-05,30.2,17.6,23.5,29.4,17.6,23.2,55.0,0.0,0.0,0.0,15.1,1018.5,Partially cloudy
2023-03-06,29.6,17.0,23.1,28.6,17.0,22.9,57.2,0.0,0.0,0.0,18.4,1016.2,Clear
2023-03-07,30.4,17.4,23.5,28.9,17.4,23.1,50.3,0.0,0.0,0.0,14.2,1015.8,Partially cloudy
2023-03-08,29.2,17.2,23.4,28.4,17.2,23.2,51.6,0.0,0.0,0.0,13.0,1016.9,Partially cloudy
2023-03-09,29.2,18.7,23.9,28.5,18.7,23.7,51.0,0.0,0.0,0.0,13.0,1017.0,Partially cloudy
2023-03-10,29.9,17.3,23.7,29.4,17.3,23.6,60.7,0.0,0.0,0.0,14.8,1015.9,Clear
2023-03-11,31.6,18.0,24.5,29.9,18.0,24.0,53.1,0.0,0.0,0.0,13.0,1015.6,Clear
2023-03-12,33.1,17.3,25.3,31.9,17.3,24.7,46.2,0.0,0.0,0.0,11.2,1014.9,Clear
2023-03-13,33.0,18.9,25.7,31.8,18.9,25.3,50.6,0.0,0.0,0.0,13.0,1013.5,Partially cloudy
2023-03-14,32.7,20.0,25.8,31.7,20.0,25.5,54.9,0.0,0.0,0.0,14.8,1010.7,Clear
2023-03-15,33.5,19.5,26.2,32.0,19.5,25.6,49.9,0.0,0.0,0.0,8.8,1009.6,Partially cloudy
2023-03-16,32.4,21.7,26.3,30.9,21.7,25.8,44.6,0.0,0.0,0.0,14.8,1010.4,Partially cloudy
2023-03-17,29.0,19.7,24.2,27.9,19.7,24.1,49.3,0.0,0.0,0.0,11.2,1012.0,Partially cloudy
2023-03-18,25.0,18.0,20.7,25.0,18.0,20.7,80.7,4.298,100.0,20.83,19.0,1011.4,"Rain, Overcast"
2023-03-19,26.0,17.0,20.8,26.0,17.0,20.8,84.0,5.331,100.0,8.33,15.9,1009.3,"Rain, Partially cloudy"
2023-03-20,25.7,16.0,20.0,25.7,16.0,20.0,81.4,10.896,100.0,8.33,25.9,1008.1,"Rain, Partially cloudy"
2023-03-21,24.0,16.0,19.9,24.0,16.0,19.9,81.5,0.0,0.0,0.0,7.6,1009.3,Partially cloudy
2023-03-22,28.0,16.2,21.2,27.6,16.2,21.2,74.5,0.0,0.0,0.0,14.8,1010.8,Partially cloudy
2023-03-23,29.6,17.0,23.4,28.8,17.0,23.2,61.3,0.0,0.0,0.0,12.7,1009.4,Partially cloudy
